arm,dataset,n,weighting,rule,bandwidth,h_over_sd,loo,model_sd_over_data_sd,mass_below,w1
empirical,BlanketInsulation [other],3,Uniform,silverman,0.5454658341880202,0.7224674055842075,-2.029482577566674,1.0252062461285993,0.1541288774691637,0.5672645296321478
empirical,BlanketInsulation [other],3,Uniform,silverman_floored,0.5454658341880202,0.7224674055842075,-2.029482577566674,1.0252062461285993,0.1541288774691637,0.5672645296321478
empirical,BlanketInsulation [other],3,Uniform,cv,1.310872728705386,1.7362459021263315,-1.344063444752581,1.4647686621558298,0.25752738707214695,0.9168492862701274
empirical,BlanketInsulation [other],3,Variable,scott,0.33489730633265496,0.9791588088680993,-2.7666888818634994,1.1633800941457204,0.07339663084193561,0.22326389512522934
empirical,BlanketInsulation [other],3,Variable,silverman,0.28434676952772586,0.8313612528125369,-3.7673733526929833,1.085652195207288,0.0672857372569326,0.20093997284886933
empirical,BlanketInsulation [other],3,Variable,silverman_floored,0.28434676952772586,0.8313612528125369,-3.7673733526929833,1.085652195207288,0.0672857372569326,0.20093997284886933
empirical,BlanketInsulation [other],3,Variable,cv,1.0046919189979648,2.9374764266042974,-1.0034665807488925,2.2925503008154013,0.22992694390871735,0.5307765142622478
empirical,BlanketInsulation [type not stated],129,Uniform,scott,0.46598435327913734,0.401040213866079,-1.0291461443360594,1.0627389085965824,0.12425665104286905,0.2914639257766018
empirical,BlanketInsulation [type not stated],129,Uniform,silverman,0.16085893673543572,0.1384400612095347,-0.8982785165967846,1.011233838978356,0.015020707129354799,0.1305474070891448
empirical,BlanketInsulation [type not stated],129,Uniform,silverman_floored,0.16085893673543586,0.1384400612095348,-0.8982785165967841,1.0112338389783548,0.015020707129354834,0.13054740708914486
empirical,BlanketInsulation [type not stated],129,Uniform,cv,0.02604827835274527,0.022417935383273347,-0.7823844290234586,1.00092982072168,4.993822297688533e-08,0.10192482326025162
empirical,BlanketInsulation [type not stated],129,Variable,scott,0.5442734324534128,0.4570901218276091,-1.01294556674886,1.0856126418220051,0.157047726575771,0.2638465548788085
empirical,BlanketInsulation [type not stated],129,Variable,silverman,0.172363889549357,0.14475413748867824,-0.7725184636572437,1.0137592933828539,0.02019250969051841,0.05211856444568599
empirical,BlanketInsulation [type not stated],129,Variable,silverman_floored,0.172363889549357,0.14475413748867824,-0.7725184636572437,1.0137592933828539,0.02019250969051841,0.05211856444568599
empirical,BlanketInsulation [type not stated],129,Variable,cv,0.026756395923677023,0.022470478151564215,-0.6220204572915596,1.0005625884407028,5.394797848047323e-08,0.012308928291171901
empirical,BlownInsulation [cellulose],3,Uniform,scott,0.9643284386668978,0.8509060554658446,-2.0224059102721945,1.04351601259271,0.2800412236628485,0.7025184375689592
empirical,BlownInsulation [cellulose],3,Uniform,silverman,0.36612991843440373,0.3230664493455472,-7.260784150804409,1.003962026074189,0.19648484841747127,0.34011161483715435
empirical,BlownInsulation [cellulose],3,Uniform,silverman_floored,0.36612991843440373,0.3230664493455472,-7.260784150804409,1.003962026074189,0.19648484841747127,0.34011161483715435
