dataset,n,x1.0,x0.75,x0.5,x0.35,x0.25,x0.15,x0.1,x0.05,x0.02,x0.01
TranslucentWallAndRoofAssemblies,46,0.33984336612536625,0.23446398008810754,0.137069874231369,0.08657468992800514,0.059611682861619976,0.04003797065529806,0.03131310511590808,0.01996101570650314,0.00909326197152456,0.017776092191210107
UnitSkylights,17,0.17369395639479876,0.1406674050743535,0.10043233627466278,0.07336261481613171,0.056748526248069524,0.03842053341734347,0.027531038501219615,0.015307112529679603,0.006824845946977638,0.009053806942453842
VinylSiding,11,0.28450150451402356,0.20379535435346258,0.1309604013344455,0.09686145023209801,0.07691847483453088,0.05339334229571302,0.037271419453405515,0.01984802403006133,0.01012412030461703,0.11037222533772514
WallBase,14,0.10294786624976529,0.08511654269819305,0.06500543405662138,0.050371119966910814,0.03967859149718547,0.028004313483193117,0.0206438430810944,0.011078513253558332,0.004437497176865576,0.002737507179497223
WallFinishes,173,0.880838987011583,0.6912656156045478,0.4981065218298903,0.3776826156777251,0.29460382997909906,0.21101433410010045,0.17059513385552916,0.1354888522096518,0.1329723222005637,0.25525179044072777
WallPanels,163,0.19825150415635787,0.13029126671824737,0.07503565413565423,0.04924736405456518,0.03542077768193362,0.023596386503457877,0.017462540580324478,0.010896232134433722,0.006951793519650553,0.029430094064187586
WeatherBarriers,59,0.6164791222918644,0.4342401473164066,0.25484335145316334,0.15472538334054126,0.09601684435021166,0.051857915745171644,0.03678804461852747,0.02254898625221497,0.012216696122218703,0.026197456652470932
WindTurbines,3,0.18362630145746303,0.15854666521303812,0.12423443796061394,0.09548763364030596,0.07154757642202728,0.04369660225667804,0.02913440790232626,0.014545094228144734,0.005752782420782608,0.0028285774880709358
Windows,358,0.1002936061616974,0.06824908750418471,0.04402024572774986,0.03297974957910564,0.025745917066351036,0.016678054164337305,0.011191457322099413,0.00685667848311189,0.007954954802245581,0.05056248484476543
WireMeshSteel,53,0.14869618387646247,0.11320672890361745,0.08193153199194582,0.06091286018274749,0.046425612768939035,0.03039871170669147,0.02184660644471402,0.013240186576870715,0.006774104412958903,0.021671728082193174
WoodDoors,32,0.1407370451635932,0.10140992761947253,0.07214369707761814,0.05845142389134001,0.0468635760014163,0.030445676130239848,0.021002523411687048,0.012183402691188642,0.005771272904021195,0.031438887550167854
WoodFlooring,86,0.1259289161421396,0.09804550224900174,0.07583611352224928,0.061415155354834064,0.049195515085299596,0.032540412187528234,0.021946769578940026,0.0117045722381585,0.005457697044990523,0.012020899861405017
WoodFraming,7,0.14184310158473223,0.11793900318899465,0.08892614616423503,0.0652827088881259,0.04662549482907132,0.028100980288360514,0.01986576721553726,0.011150075271227963,0.004514540136138315,0.007925543309737923
WoodJoists,5,0.19304151247594276,0.17178227650622135,0.1390690461778637,0.1050173545249696,0.07605203067743897,0.04538271506359532,0.030055489157025647,0.014882222731911572,0.0062461599118048845,0.0036380775771059958
WorkSurfaces,12,0.08366029058421448,0.06789043502515807,0.05031951901233088,0.0382236224312156,0.029410904273847068,0.01986316380809843,0.01452054520810438,0.007951756540665923,0.0031893572705584653,0.02671568186319325
