dataset,coeffvar,coeffvar_uw,crit_bw_1,crit_bw_1_uw,entropy,entropy_uw,fit_lognorm_SW,fit_lognorm_SW_uw,fit_norm_SW,fit_norm_SW_uw,kurtosis,kurtosis_uw,mean,mean_uw,modality_index,modality_index_uw,n,skewness,skewness_uw,w_v_uw_wasserstein,weight_outliers,weight_outliers_uw,n_modes_silverman,n_modes_visible
Brick,1.4707826420726031,1.4740494019526196,1.5449794773547416,1.3807112508286234,3.288994812482444,3.4385164741292686,0.9599137570001955,0.9602418130793022,0.401851652011318,0.4398563005030176,47.207960662914644,35.390363590879865,0.9151676762127949,1.0000000000000002,1.015534430173189,1.0203114995816285,215.0,6.277880247989138,5.45466445904876,0.0875479568364488,0.05631445849468775,0.08837209302325581,3,1
CMU,0.33404031233144443,0.3376749761409132,0.31550476624990687,0.26368626406846907,4.573151389400826,4.7041622542420924,0.9888984184532759,0.9927318884047667,0.9384283991617182,0.9309197367933143,1.0870548604720687,1.3738110158002204,0.9912094982117644,0.9999999999999996,1.0,1.0,486.0,0.9992551934536457,1.0887537542740753,0.01317515857084054,0.036884804546944115,0.03292181069958848,1,1
CableTrays,1.247560275116454,1.3340015033283588,0.9007886223235267,0.9761112812070101,3.092583429581947,3.373627133126781,0.9186335129552035,0.9240961497292354,0.7226802181148442,0.6691699558470118,9.826837155165752,10.06736500143156,0.9573305322936871,1.0000000000000002,1.019142037573903,1.0353249524452015,59.0,2.6387748689632518,2.903627280708979,0.10607094328272526,0.1009880525259774,0.10169491525423728,2,1
Carpet,0.46309631270832696,0.4600564234824132,0.2148020115684323,0.29791639123037916,4.88257676738587,4.9315310904277165,0.9847308287724691,0.9862532986272947,0.9419396660461248,0.9448352377733952,-0.08586160146506275,0.03910078634302996,1.0013123322426232,1.0,1.0,1.0006327244747624,1989.0,0.7670328673943061,0.7715951216898859,0.007908530719415089,0.0057759322541225,0.004022121669180492,1,1
CastDecksAndUnderlayment,0.3093751617228926,0.31597406632123326,0.6449586382846624,0.6544475223715368,4.389223445159628,4.569969280304689,0.9854139733963865,0.9848214852912753,0.9410711935826805,0.9433003010535914,1.0891332435949896,0.8890396011261006,1.0084300522319485,1.0000000000000002,1.0086143376805201,1.0103570826020727,255.0,0.9135146875010787,0.8732279709955294,0.01372963505353348,0.006213803795699154,0.00784313725490196,1,1
CeilingPanel,1.715500369218057,1.7017565542932493,0.8984246829287957,1.2125405488545071,3.0899614310001597,3.2693726685281432,0.9593082096044858,0.9568736277119201,0.48502782979395265,0.5068660394162945,25.697686611813392,24.900522629884378,0.8510578552650803,1.0000000000000007,1.0080300223517313,1.0138985714664908,239.0,4.405571209870121,4.290066172366697,0.14915020395414463,0.15025498036475582,0.15899581589958164,2,1
Cement,0.42371442460431435,0.42812101124329716,0.919365392656772,1.034705921768088,4.357585304522925,4.4206584174391494,0.9327467982170162,0.9351709493486164,0.8825491626693601,0.891265753733663,11.934082318722638,10.614969427908374,0.9870989746592806,1.0,1.012362348799518,1.0078438905307219,1088.0,1.9471146198709972,1.87695238603348,0.018406053126528526,0.019662828872973052,0.022058823529411763,2,1
CementBoard,0.5039765573286296,0.5411887647430993,0.38894269796841635,0.43752491994952464,2.6989854220363947,2.912494403331059,0.9468811101110821,0.9445280525474916,0.8898171532143072,0.864462699249297,0.8204360219009512,0.2417912080018922,0.9871673023706077,0.9999999999999998,1.0,1.0,21.0,1.1278397962013031,1.0793512940216246,0.053550353189144896,0.10896356452360652,0.14285714285714285,1,1
CementGrout,0.37713557626134686,0.36619098719600485,1.1304114813806956,0.9663676562031878,4.382603826408749,4.398905732538409,0.9706546985838592,0.9748794474647776,0.8252870290484627,0.8410209673686802,10.876200220882941,9.449806441200241,0.9998645209514736,1.0000000000000004,1.009671000409691,1.0065669871010523,3764.0,2.4103138262000754,2.235647251286485,0.005559990021817771,0.041564452869936555,0.04330499468650371,2,1
CementitiousMaterials,0.641772697025282,0.6348332501632425,0.6891228486570398,0.6637404535167589,2.6774727795349467,2.8892425051146424,0.8951676037993942,0.8582704128031439,0.9327010443267194,0.9486859582516451,-0.5004061648781524,-0.9592047433454532,0.9613232389490283,0.9999999999999998,1.0442324715783586,1.0558424703460225,24.0,0.40067473633207645,0.23328199806344874,0.06225218168546098,0.0,0.0,2,2
CementitiousSheathingBoard,0.7973738576699186,0.8478777318524132,0.4502000935983296,0.4873531430505661,3.357009535187035,3.7210304010504482,0.9467811380414417,0.9180642120630196,0.8950699757770634,0.9043980327782193,0.6502411539271484,-0.3203990250841713,1.0432674581830612,1.0,1.0,1.0008746173147705,51.0,1.0670234453378533,0.7344470257292786,0.12308412049218657,0.062343544640834275,0.0,1,1
Chairs,3.79258164699418,3.9037148893802742,1.064901590273135,1.3523686566596076,1.635641024573326,1.7450963363926841,0.8548466114154959,0.8555344264368472,0.21935509729897995,0.24682316879956823,61.134133087296966,40.2477602928396,0.6126830888696119,0.9999999999999996,1.0196972809196494,1.0323314671581107,88.0,7.517221182708751,6.1426643409667925,0.3944782524861937,0.020129156701227856,0.045454545454545456,4,1
Cladding,0.9687339826783855,1.0659721412428589,0.5393097036412796,0.5249869750064017,3.7236473402862007,3.947686847629816,0.8923996769865087,0.9198813800292939,0.8493150700177321,0.8191946387555348,-0.9453588377076717,-0.5694520693479332,1.1957784843595995,1.0000000000000002,1.0094610603819683,1.0801231860966094,135.0,0.6626840106793869,0.8828508248796455,0.1957784843595992,0.0,0.0,2,2
Coil,0.6797073731912212,0.633119340789944,1.0049427805300826,1.1128322667681396,3.884842600918544,4.0572887536441,0.9362699502971596,0.9436469094758352,0.8717929060913877,0.7827473234135598,5.712982870909621,13.140528730503613,1.0497153208514853,0.9999999999999999,1.0143506144753514,1.016613509646723,140.0,1.6982544285918393,2.727069475997609,0.12004683694615165,0.04307123148709055,0.03571428571428571,2,1
ColdFormedSteel,0.4904938412211937,0.5017522561390947,0.534792425833602,0.5068383825130309,3.6677538770394147,3.912281110049895,0.9542755862381257,0.9466436990447005,0.9444754611680751,0.9522197072440094,-0.4585527571292317,-0.3475173985040956,0.9755311160446228,1.0,1.0157772649435104,1.0355727479145191,67.0,0.5082599691315691,0.46853128627800705,0.04738325361639416,0.010208390968340609,0.0,2,2
CompositeLumber,0.27051283978639007,0.3678841034537924,0.590488277374273,0.6820140098850773,2.0946610133677663,2.479955520544521,0.980670792735478,0.9633020898839904,0.9196367744331216,0.876295164943586,4.094525149186255,3.410991489920292,1.0631374341127162,1.0000000000000002,1.0009721583647153,1.012742172720376,16.0,1.3024887468955255,1.5115197058758267,0.11998985167149985,0.031736312845323314,0.0625,1,1
CompositionSiding,0.560627922405109,0.6078631232519967,0.7860374200895345,0.8068126878113747,0.8569156057008067,1.098612288668115,0.8813815533659585,0.75870676392347,0.8881419827509356,0.7721721138764062,,,1.0604584223925984,1.0,1.0,1.0,3.0,-2.2049140397407774,-1.7267828790688615,0.06045842239259847,0.0,0.0,1,1
Concrete,0.3234203981850984,0.2873648707730307,1.2734404964946495,1.2430720088077456,3.98479301254745,4.165239182305589,0.9606371939349846,0.9670939283631271,0.8463323120814452,0.8713344493919294,10.30461333924533,10.906388827282115,0.992593614660753,0.9999999999999998,1.0138472189231762,1.0116889649724787,211.0,2.1610666336876583,2.0641251043457047,0.028192931648704112,0.043336694031712766,0.03317535545023697,2,1
ConcreteAdmixtures,2.2295101908285258,3.5991450067932558,2.3280521476801024,2.589644948468323,2.2588052878226796,2.3818302992913867,0.9748672079469952,0.971485193523098,0.21128670463365343,0.16863441876076268,525.1663376619023,110.02807539961306,0.7062309428108062,0.9999999999999998,1.001727801476282,1.0093145320902328,118.0,21.000442405007757,10.32134715862402,0.31281134860152354,0.1376199404576909,0.06779661016949153,2,1
ConcretePaving,0.27202999107627407,0.2590811134089748,0.9693117911507811,0.7717966525107619,4.339325512058041,4.46653495715909,0.9857655079038398,0.9896924535327712,0.9182033903720129,0.9561731696924082,4.440940271614129,1.8837290562622382,1.0159511837851432,1.0,1.0208005906197881,1.0168221454227606,381.0,1.3233306937012608,0.83331597856094,0.017486002936006065,0.013558404820305368,0.007874015748031496,1,2
Countertops,1.3634510044298254,1.1385189897404138,1.1288015560311309,1.0768861981133058,3.1545771487439542,3.55108920358594,0.961968651691529,0.9355534595019865,0.6533444986987889,0.7367704200508431,12.119177775000047,9.62651691654041,0.8298839456051404,1.0,1.0398973164812013,1.0477190774785543,76.0,3.0834088211787307,2.6029671660252647,0.1791308530415744,0.027350224071408906,0.02631578947368421,2,1
CurtainWalls,0.670665120055479,0.7501707259948927,0.49212005426891986,0.7780267128326747,3.2612822595671185,3.6261771738633204,0.9532135184127367,0.9573153188717286,0.8214356871280972,0.7554764800270884,3.701598110423332,5.877188349482607,1.0509059655661916,0.9999999999999999,1.0,1.020328607656752,54.0,1.724004546722429,2.2419661077155313,0.08949046197243843,0.01853070626248618,0.05555555555555555,3,1
DampproofingAndWaterproofing,2.4983649723970394,2.5452261143091612,1.2733801721102003,1.0825415039155604,2.846533631029688,2.892532700030771,0.942617875759766,0.9285698432291277,0.30406435430498774,0.3197038470529262,30.850597867559035,24.619516754499724,0.9720480243456802,1.0,1.0173831705944645,1.0234389533311279,162.0,5.473583828821956,4.915243722103843,0.1291129016722848,0.10790225221020311,0.08024691358024691,3,1
DataCabling,2.028441185139194,1.9394387649789442,1.081042034970454,1.2758229191266015,2.6784395093774473,2.870831288321216,0.9671375358809949,0.96973491073144,0.5355876415060615,0.5564444850936794,11.498344563847184,16.832177818037582,0.9260366262742471,0.9999999999999999,1.0088439695294322,1.0094982191473338,951.0,3.187199359184635,3.489251283955535,0.10635727806869469,0.15974875217908682,0.1345951629863302,3,1
DeckingBoards,0.43760899633359646,0.5364756886582952,0.6702999586029948,0.6995857384201579,1.655941181306206,1.7478680974667657,0.9736282514157977,0.9618989801768074,0.8841924993922177,0.8422786876312083,0.41528610034195285,2.8468612086015064,1.221294658981122,1.0000000000000002,1.0,1.0,7.0,1.0392213652886977,1.6310020755495391,0.22129465898112213,0.2068046996074279,0.14285714285714285,1,1
DeckingSteel,0.23668930049700096,0.2640031871529474,0.4851193288928981,0.48605582837474426,3.4847903643877736,3.828020274749561,0.8819310189564558,0.8849505243937633,0.957828754145963,0.9703162055578234,1.0435831105621993,0.31561887101741587,1.0232689628612974,0.9999999999999996,1.0,1.0059503042747369,62.0,-0.02184847599909169,-0.3913008871117882,0.03957860412623309,0.11443821194143164,0.016129032258064516,2,2
DemountablePartitionTrack,0.6666406779747964,0.6778381884531309,0.7371684389180652,0.7337548830805186,1.215975405064321,1.3862943611198986,0.9059134069707254,0.948047754472847,0.9698747474161831,0.941591994063652,-2.355523716459284,-2.8600607329124497,0.9536953098281882,0.9999999999999998,1.0,1.0,4.0,0.04531683107253328,0.35554284796408253,0.14534663363223288,0.0,0.0,1,1
DemountablePartitions,0.5431663794570629,0.5335675939681239,0.5182150988794775,0.5101552945732192,3.275269164460246,3.6410020464511286,0.82514045651893,0.8632710164081342,0.9525832569828501,0.9642406132147385,0.1381867509915326,0.3855396793200432,0.9777069796571936,0.9999999999999998,1.0,1.001153610713452,45.0,0.11536377984978499,0.3490599321787082,0.04658168956995385,0.0,0.022222222222222223,1,1
DoorsAndFrames,0.9187102398267176,1.1373660704163184,0.8990851857788061,0.8858713912618823,3.3576255676589297,3.715951695602794,0.9818598844200473,0.9733193275962856,0.6914038228070565,0.6428300351769272,16.388717777552188,8.050350452960188,0.8898414674260939,1.0000000000000002,1.0220070015019294,1.025420395412684,61.0,3.3557891377722737,2.7900243054879645,0.17359738218507312,0.018923852488841344,0.0819672131147541,2,1
Electrical,0.006201137995202942,0.01106448701134831,0.47610434349777164,0.6935139086036973,0.6615941254960568,1.0986122886681098,0.9518464854848355,0.9820108264654308,0.949893963496349,0.9810450295997544,,,0.9907697445333576,1.0,1.0,1.0,3.0,5.516159551846683,0.6973106571137119,0.009230255466642488,0.0,0.0,1,1
Elevators,3.8886998957573415,3.1588945206506143,1.0005613939435543,1.035375825628718,0.2712319808240816,0.3676494774001865,0.9244871914772512,0.9256606509173072,0.26193378381455534,0.33571370782456866,14.651620951651884,8.125955933890543,0.6870122618633148,1.0000000000000002,1.0626765561718965,1.0927767227672434,22.0,3.912821397011444,3.062997573071773,0.31298777900865865,0.0829574936641062,0.13636363636363635,2,1
FenestrationAccessories,1.4827275764539418,1.4039803981250885,1.0715795469496872,1.0406332652549424,1.9609018142316843,2.507026435557442,0.8042775435315257,0.8542875930837134,0.556352334564728,0.6356484294516034,13.595042398028388,10.71286560883452,0.9065093078568779,1.0,1.0523782601249754,1.0709217414293657,17.0,3.450871156035974,3.013950285037438,0.18093295610664922,0.05535073160296863,0.058823529411764705,2,1
FenestrationFraming,1.1700481732215764,1.1033765858469646,2.2811231157918312,2.257690427706737,3.646614763439882,3.6959029614562207,0.9633672546730235,0.9633450856730293,0.6238243798519839,0.6304307068796957,40.225875512523764,48.203587665464426,1.050628243006406,1.0,1.00876289148698,1.0071266772545966,259.0,4.935740660741186,5.291879387314282,0.07834686163228112,0.05959169416214936,0.04633204633204633,2,1
FiberCementSiding,0.3847615424008634,0.4824760756983657,0.7583278799706538,0.8665736958670945,2.5979299578301505,3.253646282882885,0.9440637496859311,0.9279110452090704,0.8240321768183324,0.7576271999845836,8.59685270788783,5.787752721866425,0.9212642627003989,1.0000000000000002,1.0181917147767283,1.0637760190840273,29.0,2.0818278106719115,2.2292580860435383,0.0948165967610959,0.01785377709729447,0.06896551724137931,2,1
Finishes,0.6641903332320097,0.7360185261738167,0.85681030675137,0.9513482123997418,2.3949692221702423,2.540036303820993,0.9384442471820696,0.9337860085216663,0.6887739333803831,0.6739200325330237,11.526131597824072,8.639645158409058,0.9557457223729361,1.0000000000000002,1.0414565696704658,1.0650255693993074,14.0,2.9401006962282845,2.758646177526081,0.08083745089778728,0.04492956248517662,0.07142857142857142,2,1
FireAndSmokeProtection,0.9613842667655157,0.8471176283546729,0.8484571161872879,0.7200060682366952,2.648012911219338,2.96501569325652,0.972454540235953,0.9569623874889673,0.7781383125359719,0.8036513766302492,0.5015070220605585,2.7398578867051877,1.0659124446743173,1.0000000000000004,1.0145959093069123,1.0398115050583068,22.0,1.3311599260744729,1.711861715935024,0.19079145578942933,0.1580185113163807,0.09090909090909091,2,1
FlashingAndSheetMetal,1.3644980708668115,1.291391733927799,0.97311276977407,0.75230275395916,2.101262435761946,2.369382119694695,0.8670774729965373,0.8527623997462219,0.5649063131443962,0.6046637617537263,5.312004768479652,5.697749780404506,1.0258459654883654,1.0,1.0610078340686298,1.0136895162138957,12.0,2.458938843451774,2.4283404898800027,0.16833243973363127,0.13344866705157665,0.16666666666666666,1,1
FlatGlassPanes,0.8762976441872627,1.1473501746626067,0.9483602731769394,1.1815843531200414,3.0889691261281174,3.344818788748127,0.9435590877433198,0.9589790051961298,0.8411942932386974,0.6830020924039805,5.2699782656013,13.905697749123183,0.8436003619175332,0.9999999999999997,1.0018433330730032,1.0314537914014212,47.0,1.5789651507627644,3.1785048095152817,0.17376509226909642,0.01847555392380641,0.0851063829787234,2,1
Flooring,0.6599295266491854,0.6294305197404143,0.7992876450481694,0.4687026107014177,2.14000578190856,2.7516666169315256,0.8476029127165784,0.939272549697375,0.9166640070049191,0.9292242388216709,-1.290130551201158,0.4547951425760146,1.016862772568862,1.0,1.0224588541585617,1.0,17.0,0.05684718351646556,0.829167574161591,0.17603700154613466,0.0,0.0,1,1
FlowableFill,0.8890729753981951,0.831999363571885,1.27057497574622,0.9156275813826231,4.042399601008279,4.072305468043256,0.9691571580090885,0.9762806236819012,0.6811891617803418,0.7203602888414968,18.384997801647934,15.898217515867133,1.009018894589875,1.0000000000000004,1.0129010208069062,1.015013990405764,2008.0,3.4438940961157956,3.1074847658047857,0.025805788579144045,0.055668399273275576,0.052290836653386435,2,1
FoamedInPlace,1.315715587000763,1.6224118963087932,0.9995164087291896,1.0865892220470814,2.1714073085212338,2.479955520544543,0.945848872164224,0.9445632935528068,0.5157286691793808,0.5411725203070823,24.56600158951432,12.41458148110632,0.9228408062331761,0.9999999999999999,1.0392728529382975,1.0705466230163974,16.0,4.397097194464548,3.372015816832246,0.2603248282559308,0.032677575272116975,0.0625,2,1
Furnishings,0.2999663024798833,0.2983345569100991,0.8236773311870534,0.7684452725412669,1.446805156400829,1.9459101490553163,0.9019765646016595,0.8549245506455269,0.9078309723571365,0.8770109025523605,-2.445001271247021,-2.0978276500765625,0.9773188249659241,1.0000000000000004,1.0024691302071687,1.0262952408124824,7.0,-0.19222233140291148,-0.25827414594642895,0.045428677430401604,0.0,0.0,1,1
GlazedDoors,1.1828813790433064,1.2612499608102798,1.442524596215217,1.3644412890066704,3.556039184346688,3.7535348238540065,0.9429577987377119,0.9496420194823438,0.5733099477776068,0.5891387186684434,31.270063912933374,22.867447006185643,0.9397380498661974,1.0000000000000002,1.0187503540180058,1.0232070255689858,141.0,4.825695052249907,4.208242131636735,0.08516884928519435,0.039619556282167,0.05673758865248227,2,1
Grouting,4.167768298998758,4.261428504494493,2.878912796037615,2.9373440468262495,1.7753525860691226,1.769625616800982,0.9443461066462195,0.9537238530938585,0.17794857720899634,0.16862039481414282,112.91850506678048,137.9390373207367,1.0897314181077238,1.0000000000000002,1.014765011102365,1.0128132891255364,219.0,9.931161799135353,11.082697842074829,0.10608478508358091,0.1100598902552386,0.1187214611872146,2,1
Gypsum,0.668404623200426,0.6754769271695479,1.5612914512719243,1.5209602324333518,4.004853532763239,4.041985369692,0.9910023060328255,0.9896483556657156,0.7365906903457102,0.7216221720870823,26.047100353967767,29.957108667913772,1.0113988136236838,1.0,1.0103172591737446,1.0126308196948992,771.0,3.7221318375090617,4.02568946550828,0.018692221540844052,0.040958150150051706,0.04020752269779509,3,1
GypsumSheathingBoard,0.32666776500701844,0.33337392914437514,0.6980208973418054,0.4171355541791268,2.4881680709708314,2.9444389791664456,0.9638062333650304,0.9760458690286841,0.979065881907884,0.9594265198691596,-1.1806082231185546,-0.7492677633795738,1.1284780847106646,1.0000000000000004,1.0,1.0,19.0,-0.06987609014801499,0.4202646111685494,0.13068880731518248,0.0,0.0,1,1
HeavyTimber,0.9493752443193544,0.9241523765132216,0.8076822546119152,0.8342884376278692,1.2073907651782698,1.33217904021013,0.8049473530115732,0.7592687740448255,0.7357057470331443,0.7157729723279735,-2.831062965873204,-3.3166535563413673,0.9614289411881625,1.0,1.000260624720239,1.0427388608710026,5.0,0.7953050367946825,0.6034631353246369,0.06916503535285783,0.0,0.0,2,1
Hollow,0.4181268703617883,0.3706992511727067,1.2093487575942934,1.09216935359224,3.986001092299637,4.272313376561458,0.9607344222142805,0.9597051473195952,0.8636545249880749,0.9369365116088233,6.418586757296552,4.798104959028271,1.0403057738881776,1.0,1.0437736574103988,1.0179968967308053,145.0,1.6661737872281661,1.0549035409155019,0.0456876547301234,0.019456762130475768,0.006896551724137931,2,1
HotRolled,0.9740670823972597,1.084488608609946,0.7077351467892753,0.7928458560635673,3.522837435685018,3.6805424559587916,0.9709649683486649,0.9460763871725829,0.6906687116354306,0.6381903352266356,5.888071755774107,5.937936661244775,1.0200623053430786,0.9999999999999997,1.0273734020132352,1.0354190729320953,81.0,2.4023569868688788,2.508780357651325,0.08824626218939602,0.12076984487621067,0.16049382716049382,2,1
InsulatedRoofPanels,0.27241250866010736,0.29836895530754715,0.5147454712164514,0.6786754158990188,4.271391967577643,4.452181447376413,0.9549130119249012,0.9743502442809521,0.971539430709338,0.9655384155258485,0.49170170859707196,1.7135367096257828,1.0189240721038992,1.0000000000000002,1.0003990354867043,1.0093547436235804,271.0,0.5098860661524947,0.7725052913980877,0.026095091205183774,0.024361694196466867,0.01845018450184502,2,1
InsulatedWallPanels,0.2823531843116658,0.32635393069483637,1.4469673098131062,1.7494133572103887,4.093172200374563,4.206062873474789,0.9941641181119407,0.9827670469312207,0.9683949471962114,0.8893485653264389,1.2424738174050567,14.322438588274249,0.9963908042233853,1.0000000000000002,1.0002616535627809,1.0067024236349076,420.0,0.706464293965009,2.110327213800228,0.01839549968895671,0.008563272112536574,0.014285714285714287,2,1
InsulatingGlazingUnits,0.9166327752016876,0.967008142890863,0.47731594933914123,0.5851978797313567,2.758369841672565,2.8071080592762665,0.8189997399018097,0.804588013685579,0.664865278428347,0.662859966700212,3.7158617654936212,2.9875219111983373,0.9610808037560418,1.0,1.0,1.0064234240397456,32.0,2.0504749143312275,1.9379533955267263,0.06573107200586986,0.22131377080391246,0.15625,1,1
