stratum,truncated_mass
s4_1000_9999,0.011652186302771872
s4_1000_9999,5.786938677143638e-07
s4_1000_9999,1.3342704718866116e-10
s4_1000_9999,1.3895966928245684e-06
s4_1000_9999,1.1565813897718158e-06
s4_1000_9999,0.0012011360849091268
s4_1000_9999,0.009784853977375607
s4_1000_9999,4.892976912529434e-09
s4_1000_9999,0.004107228581912925
s4_1000_9999,0.022750950867592268
s4_1000_9999,0.03108288918268509
s4_1000_9999,5.1290991454067125e-09
s4_1000_9999,8.924356809103529e-10
s4_1000_9999,0.002259507884631473
s4_1000_9999,2.3338597721078713e-10
s4_1000_9999,2.2155880037288966e-06
s4_1000_9999,9.642519527286453e-07
s4_1000_9999,2.220446049250313e-16
s4_1000_9999,3.737359310918009e-10
s4_1000_9999,3.2967245866544204e-07
s4_1000_9999,0.0002341998802384282
s4_1000_9999,1.7557870537476816e-06
s4_1000_9999,7.901216495520558e-07
s4_1000_9999,0.016470825636363262
s4_1000_9999,0.011390727254676047
s4_1000_9999,1.789327073176139e-07
s4_1000_9999,0.003047259338867625
s4_1000_9999,0.0009138801795227636
s4_1000_9999,1.1540597100179184e-07
s4_1000_9999,0.14314220851762194
s4_1000_9999,1.2035893837136769e-08
s4_1000_9999,0.008413392806662645
s4_1000_9999,0.007563466928181106
s4_1000_9999,0.012616385545172748
s4_1000_9999,0.012397445649632965
s4_1000_9999,7.384865305937183e-06
s4_1000_9999,1.6879275754888567e-10
s4_1000_9999,3.9802032712477065e-05
s4_1000_9999,0.39853345979000454
s4_1000_9999,0.013453468669152535
s4_1000_9999,1.3740364401826355e-10
s4_1000_9999,1.829887352755577e-10
s4_1000_9999,0.014121822142533214
s4_1000_9999,8.492216301281275e-07
s4_1000_9999,0.002307461183123749
s4_1000_9999,6.4893866946746925e-09
s4_1000_9999,2.4775936857679426e-10
s4_1000_9999,5.388400400319071e-07
s4_1000_9999,0.010660015895868957
s4_1000_9999,0.012892676757851773
s4_1000_9999,0.008254140103995167
s4_1000_9999,4.5740073950639726e-09
s4_1000_9999,0.005387684025491057
s4_1000_9999,0.01216058194115699
s4_1000_9999,0.00024045229619873432
s4_1000_9999,0.010220132223502598
s4_1000_9999,0.035444664997879016
s4_1000_9999,1.6236745281617004e-10
s4_1000_9999,0.013875227015994085
s4_1000_9999,1.4026890760021615e-11
s4_1000_9999,0.0219519032662443
s4_1000_9999,6.257305784629352e-10
s4_1000_9999,0.008157729542538572
s4_1000_9999,0.0003099233862037254
s4_1000_9999,3.800012313215362e-05
s4_1000_9999,5.551115123125783e-16
s4_1000_9999,1.7182166800466803e-10
s4_1000_9999,1.9061452416480051e-10
s4_1000_9999,3.72876972298819e-07
s4_1000_9999,0.0017176085143009168
s4_1000_9999,0.0002782862625116955
s4_1000_9999,0.0032832779449991634
s4_1000_9999,9.532058031780366e-09
s4_1000_9999,0.013247935822523593
s4_1000_9999,0.014391803791908742
s4_1000_9999,0.0
s4_1000_9999,0.0012498936862674892
s4_1000_9999,0.019647174873217654
s4_1000_9999,2.5354135402277933e-06
s4_1000_9999,0.006196879654950971
s4_1000_9999,0.005449820568446118
s4_1000_9999,2.7501145349884126e-07
s4_1000_9999,0.020943552341244787
s4_1000_9999,6.780271439144059e-05
s4_1000_9999,6.966273303343762e-05
s4_1000_9999,2.9674445345406752e-08
s4_1000_9999,0.005279043476156486
s4_1000_9999,0.013110610217257679
