arm,dataset,n,estimate_maxima,crit_bw_1,n_modes_silverman
shipped_synthetic,dataset5563,46,1.052024494693614,0.5792934424225468,1
shipped_synthetic,dataset4349,8,1.1876054595348604,0.905868924280387,2
shipped_synthetic,dataset2975,42,1.0066823839441301,0.5475822042853021,1
shipped_synthetic,dataset2458,196,1.239313683411299,0.6535501218902314,3
shipped_synthetic,dataset4116,27,1.1467955723107777,0.7396425505774596,2
shipped_synthetic,dataset8093,17,1.0,0.5816450447254474,1
shipped_synthetic,dataset7690,585,1.0012917169247273,0.33442921344275994,1
shipped_synthetic,dataset6592,15,1.209695202391338,0.8110655140711761,2
shipped_synthetic,dataset7583,470,1.0,0.24749135547489756,1
shipped_synthetic,dataset1780,16,1.0099243731134881,0.648310605144716,1
shipped_synthetic,dataset1673,40,1.002569902013912,0.5486825470561637,1
shipped_synthetic,dataset10840,18,1.0,0.5251214114268533,1
shipped_synthetic,dataset2425,90,1.0,0.33116208289843707,1
shipped_synthetic,dataset5580,12,1.0,0.5985058904169712,1
shipped_synthetic,dataset12619,34,1.0,0.48473885405659684,1
shipped_synthetic,dataset11614,144,1.6450150006847153,0.896416100992874,2
shipped_synthetic,dataset13755,47,1.032079329010329,0.5785019704177022,2
shipped_synthetic,dataset6924,273,1.0,0.28443288499230807,1
shipped_synthetic,dataset7694,186,1.1861713191300205,0.6287934440835931,2
shipped_synthetic,dataset12925,22,1.0,0.47687893470461323,1
shipped_synthetic,dataset5491,117,1.058249072347887,0.5152985104027233,2
shipped_synthetic,dataset5382,469,1.0,0.27105139269478895,1
shipped_synthetic,dataset10023,6,1.000041363594215,0.741701991844598,1
shipped_synthetic,dataset10749,11,1.0,0.4532934215578537,1
shipped_synthetic,dataset12938,619,1.100091573798371,0.5417363724887587,1
shipped_synthetic,dataset629,23,1.0,0.41708489135128995,1
shipped_synthetic,dataset11734,52,1.2619524625768488,0.6835784238279916,2
shipped_synthetic,dataset1519,161,1.0,0.3245615672172846,1
shipped_synthetic,dataset7925,9,1.0,0.5278937596003889,1
shipped_synthetic,dataset8138,79,1.0,0.3528456671781403,1
shipped_synthetic,dataset12350,611,1.1631163258736608,1.1673474718187773,2
shipped_synthetic,dataset8578,32,1.0014130998527075,0.5384462291383444,1
shipped_synthetic,dataset12640,50,1.5794418970207205,0.9057578074291143,2
shipped_synthetic,dataset6690,8,1.086407076231612,0.8180788517450511,2
shipped_synthetic,dataset188,55,1.1241349143803414,0.6447891828317016,2
shipped_synthetic,dataset10304,34,1.0240750719521419,0.5706005042580624,1
shipped_synthetic,dataset13647,56,1.1230953828153518,0.6648847098267359,3
shipped_synthetic,dataset5173,210,1.0,0.2645563795450796,1
shipped_synthetic,dataset3385,98,1.0089935698610322,0.4978071665486402,1
shipped_synthetic,dataset7295,699,1.4353555508719542,0.7702523239015882,2
shipped_synthetic,dataset8065,86,1.3729534426024526,0.6886267646533479,2
shipped_synthetic,dataset3891,110,1.30262774580585,0.669305528400123,2
shipped_synthetic,dataset2158,261,1.447447439333515,0.6640912169656824,2
shipped_synthetic,dataset13423,182,1.0,0.3085274124745751,1
shipped_synthetic,dataset7684,252,1.1993890395656173,0.5705429915317879,4
shipped_synthetic,dataset4059,17,1.2507343823326609,0.8153290723213313,2
shipped_synthetic,dataset8346,30,1.0,0.4203257285572895,1
shipped_synthetic,dataset10254,41,1.0,0.32930073697371176,1
shipped_synthetic,dataset4561,11,1.0343938688036585,0.7447133135168031,1
shipped_synthetic,dataset11560,22,1.1407574715391893,0.73104759552571,2
shipped_synthetic,dataset13178,13,1.0390261059763746,0.6963227448258718,1
shipped_synthetic,dataset10238,25,1.0352175893618123,0.6321139896236312,1
shipped_synthetic,dataset9568,730,1.0,0.21717483024554354,1
shipped_synthetic,dataset9261,479,1.0,0.2790858784369624,1
shipped_synthetic,dataset6085,274,1.3638105496690776,0.7046271689138176,2
shipped_synthetic,dataset7835,86,1.3954870398923709,0.7552735560881148,2
shipped_synthetic,dataset360,243,1.0492923134807817,0.5184083261722894,2
shipped_synthetic,dataset10285,29,1.033858015377704,0.6465049157741066,1
shipped_synthetic,dataset5671,9,1.0372107676266054,0.767172194954751,2
shipped_synthetic,dataset4442,13,1.1132212042819574,0.8058643100636699,2
shipped_synthetic,dataset11091,23,1.041166141949728,0.6445880835442824,2
shipped_synthetic,dataset1656,10,1.0,0.5671801775871181,1
shipped_synthetic,dataset13330,38,1.0,0.4751163415493794,1
shipped_synthetic,dataset9600,204,1.0,0.25703223158365995,1
shipped_synthetic,dataset11474,165,1.1440399683682,0.5071941908263283,3
shipped_synthetic,dataset4627,41,1.29083919939332,0.7758949606633543,2
shipped_synthetic,dataset1115,252,1.5223974151088548,0.802039825414754,2
shipped_synthetic,dataset12085,534,1.5735476018444452,0.7390364153064353,2
shipped_synthetic,dataset3249,10,1.0,0.5955616793417944,1
shipped_synthetic,dataset11524,49,1.5775235364108675,0.8629737678080018,2
shipped_synthetic,dataset4346,472,1.0,0.25155070878018587,1
shipped_synthetic,dataset6057,175,1.0,0.304182409091146,1
shipped_synthetic,dataset2496,11,1.1898399339204833,0.8403840989746744,2
shipped_synthetic,dataset12129,541,1.0,0.25429439200187154,1
shipped_synthetic,dataset3628,731,1.1691519473758383,0.49122519791089597,5
shipped_synthetic,dataset12575,155,1.298198834121658,0.7239289362839266,3
shipped_synthetic,dataset11868,566,1.5724748309972092,0.706193560045271,3
shipped_synthetic,dataset3282,128,1.1368720214261019,0.5820887482985638,2
shipped_synthetic,dataset9872,9,1.0153521913096342,0.7273476038373605,1
shipped_synthetic,dataset9637,478,1.0019894578105497,0.3925887830289464,1
shipped_synthetic,dataset5618,64,1.0946256372832064,0.6089030439749723,1
shipped_synthetic,dataset5416,67,1.0497975262641603,0.5455997726502135,1
shipped_synthetic,dataset12741,370,1.272552162044739,0.6481018870589011,2
shipped_synthetic,dataset5144,242,1.0950083809103421,0.5178593543451616,2
shipped_synthetic,dataset5917,118,1.438655460528479,0.9541283626929412,3
shipped_synthetic,dataset13684,6,1.0,0.7071477097338971,1
shipped_synthetic,dataset8196,15,1.0,0.39383495162825644,1
shipped_synthetic,dataset652,734,1.404751161479546,0.779333516477742,2
shipped_synthetic,dataset2772,616,1.2666446051865101,1.6183405047404364,2
shipped_synthetic,dataset11451,6,1.0,0.5338002542547401,1
shipped_synthetic,dataset6776,54,1.2356935421683284,0.6705819176540466,2
shipped_synthetic,dataset9207,148,1.3791967193524957,0.7309792729389374,2
shipped_synthetic,dataset4596,103,1.3929104210398853,0.7499304238605377,2
shipped_synthetic,dataset6950,96,1.6634642981058936,0.8467486953210377,2
shipped_synthetic,dataset8596,28,1.182940391518631,0.7462819028112923,2
shipped_synthetic,dataset1311,39,1.061168308036077,0.6677447502193937,3
shipped_synthetic,dataset1667,7,1.041997935246419,0.7858644245423092,2
shipped_synthetic,dataset10319,182,1.0497023421525897,0.7604335888565869,1
shipped_synthetic,dataset7355,92,1.2515623296716853,0.6157687845575344,2
shipped_synthetic,dataset8766,745,1.0,0.190819727608038,1
shipped_synthetic,dataset1212,18,1.2735960301901705,0.8297632116499779,2
shipped_synthetic,dataset6135,405,1.0,0.2615903663889775,1
shipped_synthetic,dataset6815,61,1.1377878965488752,0.6574577062990175,2
shipped_synthetic,dataset1588,222,1.002445575822391,0.4149099042041752,1
shipped_synthetic,dataset11304,7,1.0179834699891996,0.7600863129996267,1
shipped_synthetic,dataset4185,28,1.017242240027649,0.6594951695124981,1
shipped_synthetic,dataset8812,5,1.0,0.7601835823167434,1
shipped_synthetic,dataset9662,26,1.4020195826193655,0.844922318918893,2
shipped_synthetic,dataset7926,249,1.0039631821805055,0.5288394366269676,1
shipped_synthetic,dataset8031,472,1.2090214830662942,0.499403629771972,2
shipped_synthetic,dataset11912,627,1.1168622938760748,0.45121057542883025,1
shipped_synthetic,dataset6411,11,1.0,0.41271482555659245,1
shipped_synthetic,dataset13338,248,1.0986914099451965,0.5232593170445666,2
shipped_synthetic,dataset1091,69,1.1978760612245134,0.6420042505121792,2
shipped_synthetic,dataset13015,131,1.2893622808636183,0.6895017840997645,2
shipped_synthetic,dataset330,113,1.1685244654912699,0.6219780812333343,2
shipped_synthetic,dataset7467,283,1.0,0.33861931687838065,1
shipped_synthetic,dataset4157,126,1.4466823293778241,0.7441376485379845,3
shipped_synthetic,dataset6329,10,1.0,0.5870884602262834,1
shipped_synthetic,dataset3283,55,1.226654424878886,0.707089768973556,2
shipped_synthetic,dataset6210,176,1.4847095381710207,0.7752566388047331,2
shipped_synthetic,dataset11972,7,1.1132782646048478,0.8483397270834403,2
shipped_synthetic,dataset13642,78,1.34182545694263,0.69242313581717,2
shipped_synthetic,dataset12897,137,1.379693053434156,0.6753216963788302,2
shipped_synthetic,dataset8378,6,1.0,0.4861958800905525,1
shipped_synthetic,dataset13111,265,1.1225702305468783,0.5443076312210303,2
shipped_synthetic,dataset5976,18,1.0,0.3841016622158268,1
shipped_synthetic,dataset10267,59,1.01047763694193,0.5706083867643563,1
shipped_synthetic,dataset10985,278,1.1124084035229742,0.4874223785606335,2
shipped_synthetic,dataset11581,56,1.0530090087619774,0.5706184701458648,3
shipped_synthetic,dataset5864,87,1.0,0.3482030772777482,1
shipped_synthetic,dataset7901,24,1.0005925414260919,0.5714825619843543,1
shipped_synthetic,dataset4009,99,1.2044441146435982,0.6430753086452515,2
shipped_synthetic,dataset7065,448,1.001900052703507,0.36878589925342853,1
shipped_synthetic,dataset9931,56,1.0479748170700267,0.6040966482725975,2
