arm,dataset,n,k_fitted,overlap_fitted
empirical,Tables,7.0,1,0.0
empirical,StoneCladding,29.0,5,0.007625333048012012
empirical,OilPatch,279.0,5,0.09969060631951705
empirical,Electrical,3.0,1,
empirical,MetalStairs,5.0,1,
empirical,MechanicalInsulation,57.0,2,0.25511499674219035
empirical,AluminiumSiding,3.0,1,
empirical,DataCabling,117.0,3,0.06091995967452705
empirical,BlanketInsulation,349.0,5,0.09688040222519256
empirical,FenestrationFraming,117.0,3,0.11467457862545904
empirical,WindTurbines,3.0,1,
empirical,MasonryCement,39.0,3,0.000689772747364125
empirical,UnitSkylights,13.0,3,0.004156909741187511
empirical,Openings,13.0,3,4.599316322242492e-05
empirical,FlashingAndSheetMetal,8.0,2,0.002651989922385142
empirical,ManufacturingInputs,4.0,1,
empirical,CementitiousSheathingBoard,73.0,1,0.0
empirical,CementBoard,29.0,1,0.0
empirical,BlanketFacing,33.0,2,0.011010419079793903
empirical,WoodDoors,30.0,4,0.0007436910713954112
empirical,MetalDoorAndFrames,38.0,2,0.16317718751953292
empirical,CableTrays,67.0,3,0.033139744228530325
empirical,SinglePlyKEE,6.0,1,0.0
empirical,Coil,79.0,4,0.021540008719518073
empirical,StructuralSteel,57.0,4,0.0004910643886688316
empirical,AcousticalCeilings,360.0,5,0.04956110656447194
empirical,FiberCementSiding,28.0,2,0.24670387999414342
empirical,WallBase,3.0,1,
empirical,CompositeLumber,9.0,2,0.0014017305716520474
empirical,StorageFurniture,11.0,3,6.167792724533062e-08
empirical,FenestrationAccessories,9.0,3,0.0026707320211249116
empirical,PlateSteel,76.0,3,0.02146179760224386
empirical,ResilientFlooring,444.0,4,0.1316486991219021
empirical,DeckingSteel,46.0,2,2.810085128537653e-05
empirical,AluminiumSheetGoods,36.0,3,0.11114352342952087
empirical,InsulatedRoofPanels,19.0,3,0.0034459905739774783
empirical,WallFinishes,130.0,5,0.027779239595314163
empirical,AluminiumSuspensionAssembly,14.0,2,0.07131901972455518
empirical,SinglePlyPolyurethane,25.0,4,0.00594347140671992
empirical,JointProtection,4.0,1,
empirical,Aluminium,124.0,3,0.14974159798353345
empirical,RebarSteel,196.0,4,0.04335447422219601
empirical,Aggregates,206.0,4,0.07714239782472693
empirical,SinglePlyOther,5.0,1,
empirical,DemountablePartitionTrack,5.0,1,
empirical,ReadyMix,77548.0,3,0.576420696314624
empirical,BoardInsulation,413.0,3,0.240242744656696
empirical,CastDecksAndUnderlayment,123.0,2,0.19949363291594902
empirical,WorkSurfaces,10.0,3,0.0004994054153591207
empirical,FireAndSmokeProtection,6.0,2,1.427771123945282e-08
empirical,Cladding,122.0,2,0.026565043697948366
empirical,DampproofingAndWaterproofing,62.0,2,8.554305533949493e-07
empirical,AluminiumExtrusions,17.0,5,0.00013616688947521281
empirical,TranslucentWallAndRoofAssemblies,4.0,1,
empirical,VinylSiding,8.0,2,0.02994984580590607
empirical,CementGrout,3794.0,4,0.2665783308296487
empirical,AluminiumBillets,63.0,2,0.007926732180464992
empirical,CurtainWalls,17.0,4,0.009146784067310763
empirical,Grouting,222.0,4,0.1024926894675882
empirical,Steel,443.0,3,0.2014430411041502
empirical,SinglePlyTPO,30.0,1,0.0
empirical,DemountablePartitions,50.0,3,0.08139298333495772
empirical,AccessFlooring,62.0,1,0.0
empirical,PowerCabling,209.0,4,0.10024340725171486
empirical,CeilingPanel,240.0,3,0.10911452839483099
empirical,DeckingBoards,9.0,2,4.0957534810049566e-111
empirical,Concrete,209.0,2,0.6719339797321594
empirical,Chairs,84.0,3,0.06789346924951305
empirical,DoorsAndFrames,25.0,1,0.0
empirical,HotRolled,63.0,2,0.1673058949682816
empirical,Elevators,16.0,5,0.0071854248139448604
empirical,TileGrout,43.0,4,0.01940532062290264
empirical,WireMeshSteel,24.0,2,0.07330422434943375
empirical,Countertops,46.0,5,0.004100851380505198
empirical,WoodFraming,7.0,2,1.2617051230175212e-05
empirical,MembraneRoofing,55.0,1,0.0
empirical,BlownInsulation,27.0,4,0.03297821291131502
empirical,SinglePlyPVC,84.0,2,0.38062557057779145
empirical,RoofCoverBoards,8.0,2,4.77013336584561e-07
empirical,ProcessedNonInsulatingGlassPanes,114.0,4,0.10486873742712265
empirical,ThermalMoistureProtection,4.0,1,
empirical,MetalRailings,4.0,1,
empirical,GypsumSheathingBoard,19.0,5,0.008523723540346365
empirical,FlowableFill,2075.0,4,0.15094210486954793
empirical,Shotcrete,1682.0,2,0.5770843422096477
empirical,Siding,4.0,1,
empirical,NetworkingCableTrays,17.0,5,0.0009434004898887093
empirical,NetworkingRaceways,26.0,4,0.0013421585097465596
empirical,InsulatedWallPanels,72.0,1,0.0
empirical,Masonry,21.0,3,0.007009780377601531
empirical,HeavyTimber,4.0,1,
empirical,Flooring,3.0,1,
empirical,Insulation,677.0,4,0.10368331045352341
empirical,Gypsum,591.0,2,0.48732036311084104
empirical,SheathingPanels,48.0,3,0.05477522517373997
empirical,CMU,562.0,2,0.4524863671577697
empirical,SprayedInsulation,12.0,3,3.086066245719445e-05
empirical,Hollow,116.0,2,0.49498357426465867
empirical,Laminate,21.0,5,0.008197658636950104
empirical,SteelSuspensionAssembly,87.0,2,0.25193807027583887
empirical,InsulatingGlazingUnits,32.0,4,0.03935369103189106
empirical,PrecastConcrete,159.0,3,0.004100354491266104
empirical,WallPanels,248.0,2,0.239184603348519
empirical,Mirrors,4.0,1,
empirical,MiscMetalFabrication,28.0,5,6.239335192886212e-06
empirical,WoodFlooring,109.0,5,0.016443076056668227
empirical,NonStructuralWood,33.0,2,0.0030632692438225134
empirical,MBQ,44.0,2,0.08441113601673057
empirical,SinglePlyEPDM,14.0,4,4.0302903205803675e-05
empirical,Timber,17.0,3,0.002730274185229349
empirical,ConcreteAdmixtures,51.0,5,0.015047577826891017
empirical,CementitiousMaterials,9.0,3,1.7391633552031827e-17
empirical,OtherFlooring,154.0,4,0.06716233783456403
empirical,WeatherBarriers,21.0,3,0.02702072567710766
empirical,GlazedDoors,145.0,4,0.09898968818922538
empirical,PaintingAndCoating,19.0,5,0.004269889443086237
empirical,PostTensioningSteel,11.0,1,0.0
empirical,Cement,522.0,3,0.29567064982820024
empirical,BackingAndUnderlay,45.0,5,0.022126969398402575
empirical,WoodJoists,4.0,1,
empirical,OpenWebMembranes,8.0,2,0.00607042793145255
empirical,Windows,293.0,5,0.0638083808966358
empirical,FlatGlassPanes,44.0,2,0.19718699944634643
empirical,CompositionSiding,4.0,1,
empirical,Furnishings,17.0,4,1.41808304132931e-08
empirical,RoofPanels,89.0,2,0.4028550635081828
empirical,BituminousRoofing,66.0,2,0.12472600885409763
empirical,Mortar,151.0,2,0.2926540044775024
empirical,FoamedInPlace,15.0,5,0.002403343962471719
empirical,ConcretePaving,400.0,3,0.09538807410203964
empirical,Carpet,1937.0,3,0.38290051043386225
empirical,SupplementaryCementitiousMaterials,8.0,2,0.00011210640374560872
empirical,Finishes,14.0,4,0.014334371845906203
empirical,AccessFlooringPedestals,11.0,2,0.003738379192392895
empirical,MassTimber,45.0,2,0.1969190461639755
empirical,Asphalt,8925.0,3,0.4594681773619466
empirical,ColdFormedSteel,65.0,1,0.0
empirical,Brick,252.0,3,0.05868768805728201
shipped_synthetic,dataset1707,57.0,4,0.03411669112747164
shipped_synthetic,dataset4007,28.0,5,0.023158390834277006
shipped_synthetic,dataset11656,113.0,2,0.46100185885027833
shipped_synthetic,dataset4482,4.0,1,
shipped_synthetic,dataset9292,12.0,1,0.0
shipped_synthetic,dataset5466,21.0,5,0.0022345655836568928
shipped_synthetic,dataset7032,9.0,1,0.0
shipped_synthetic,dataset13517,49.0,4,0.0014450216636190118
shipped_synthetic,dataset10050,211.0,3,0.2012812469914718
shipped_synthetic,dataset4504,176.0,5,0.046930897338895924
shipped_synthetic,dataset578,64.0,3,0.022920344505281996
shipped_synthetic,dataset7041,290.0,2,0.16568524999239756
shipped_synthetic,dataset9993,65.0,3,0.008480097571138453
shipped_synthetic,dataset1954,407.0,3,0.14814806865873223
shipped_synthetic,dataset193,12.0,4,4.678223604060112e-07
shipped_synthetic,dataset8302,350.0,1,0.0
shipped_synthetic,dataset7522,186.0,2,0.5555522041776445
shipped_synthetic,dataset5255,14.0,4,2.9168531802472223e-05
shipped_synthetic,dataset12919,117.0,2,2.2514213188469897e-25
shipped_synthetic,dataset5554,24.0,2,6.221401824967027e-06
shipped_synthetic,dataset13115,28.0,1,0.0
shipped_synthetic,dataset4018,54.0,1,0.0
shipped_synthetic,dataset4253,135.0,3,0.2492524160240874
shipped_synthetic,dataset3851,269.0,3,0.01034744339691949
shipped_synthetic,dataset894,304.0,3,0.12771461705743778
shipped_synthetic,dataset7076,21.0,4,2.1591159602079924e-06
shipped_synthetic,dataset11257,61.0,1,0.0
shipped_synthetic,dataset4065,601.0,5,0.06209038836646027
shipped_synthetic,dataset5480,663.0,3,0.1576670089167043
shipped_synthetic,dataset7157,72.0,1,0.0
shipped_synthetic,dataset10466,28.0,5,0.00024686093259155244
shipped_synthetic,dataset13087,31.0,5,0.0015448227662065747
shipped_synthetic,dataset3504,46.0,4,0.002363524025147459
shipped_synthetic,dataset9880,36.0,1,0.0
shipped_synthetic,dataset5353,308.0,3,0.042413360865237594
shipped_synthetic,dataset12334,288.0,4,0.07821247345885342
shipped_synthetic,dataset1195,135.0,2,0.18925567178139735
shipped_synthetic,dataset13292,9.0,3,3.4709682040538897e-09
shipped_synthetic,dataset13403,90.0,1,0.0
shipped_synthetic,dataset11509,190.0,4,0.13533770332883566
shipped_synthetic,dataset4592,162.0,1,0.0
shipped_synthetic,dataset1003,39.0,2,0.007618447479924732
shipped_synthetic,dataset65,536.0,1,0.0
shipped_synthetic,dataset12512,100.0,1,0.0
shipped_synthetic,dataset12245,8.0,2,0.0007858192569085598
shipped_synthetic,dataset3567,4.0,1,
shipped_synthetic,dataset169,31.0,5,0.007584204533686911
shipped_synthetic,dataset3520,142.0,2,0.013190998721637358
shipped_synthetic,dataset6330,103.0,4,0.001881342184312368
shipped_synthetic,dataset4999,731.0,5,0.06771786070857976
shipped_synthetic,dataset9059,24.0,4,2.6712162569657657e-05
shipped_synthetic,dataset9462,81.0,2,4.25833361444299e-05
shipped_synthetic,dataset2543,308.0,3,0.0014074914714651034
shipped_synthetic,dataset8390,37.0,4,0.03564770035036569
shipped_synthetic,dataset9120,6.0,2,0.00029577582682491335
shipped_synthetic,dataset1595,193.0,4,0.018634734193409396
shipped_synthetic,dataset4412,26.0,3,0.007139830784197526
shipped_synthetic,dataset3431,70.0,2,0.01363649715531148
shipped_synthetic,dataset3180,21.0,1,0.0
shipped_synthetic,dataset11516,63.0,4,0.012203691451829661
shipped_synthetic,dataset6238,20.0,4,0.013902736318979328
shipped_synthetic,dataset6417,5.0,1,
shipped_synthetic,dataset11333,117.0,3,0.025688346893473712
shipped_synthetic,dataset5980,43.0,2,0.19466095337993355
shipped_synthetic,dataset10576,86.0,2,0.00042967846502085533
shipped_synthetic,dataset7176,55.0,4,0.01326297380676749
shipped_synthetic,dataset8066,15.0,4,0.00028344594036834803
shipped_synthetic,dataset9002,226.0,3,0.004839217386761694
shipped_synthetic,dataset2434,22.0,2,0.007369903518424666
shipped_synthetic,dataset8846,192.0,1,0.0
shipped_synthetic,dataset10170,244.0,4,0.09017074260564388
shipped_synthetic,dataset9879,49.0,3,0.008827671360561722
shipped_synthetic,dataset12597,162.0,3,0.026059002512463052
shipped_synthetic,dataset12219,198.0,5,0.007137436796418523
shipped_synthetic,dataset6423,22.0,3,2.43098677337463e-70
shipped_synthetic,dataset2043,29.0,3,0.016619642755052715
shipped_synthetic,dataset2745,426.0,4,0.12167326023279779
shipped_synthetic,dataset1781,12.0,3,2.0113784971927122e-17
shipped_synthetic,dataset3436,17.0,2,0.0001762088351144908
shipped_synthetic,dataset6909,77.0,4,0.04306411512494349
shipped_synthetic,dataset9882,37.0,1,0.0
shipped_synthetic,dataset820,4.0,1,
shipped_synthetic,dataset4897,111.0,3,0.1072103885106248
shipped_synthetic,dataset5488,177.0,3,0.13464609608972844
shipped_synthetic,dataset8260,92.0,2,0.23456108794788488
shipped_synthetic,dataset10761,109.0,3,0.1814102787933459
shipped_synthetic,dataset11969,6.0,2,0.0028790656935096096
shipped_synthetic,dataset2362,42.0,2,0.007145016045488267
shipped_synthetic,dataset11794,140.0,5,0.047389420952928765
shipped_synthetic,dataset8672,21.0,4,1.0791212603904254e-09
shipped_synthetic,dataset13468,11.0,3,1.5964453869561165e-09
shipped_synthetic,dataset12286,384.0,5,0.09291665894084217
shipped_synthetic,dataset2359,194.0,2,0.08046986795216968
shipped_synthetic,dataset2766,45.0,3,4.084568822235798e-05
shipped_synthetic,dataset487,22.0,1,0.0
shipped_synthetic,dataset12955,29.0,3,0.01170151013729634
shipped_synthetic,dataset782,284.0,3,0.088979553239673
shipped_synthetic,dataset10579,24.0,1,0.0
shipped_synthetic,dataset5853,25.0,2,1.0088873390445469e-10
shipped_synthetic,dataset10211,106.0,2,0.07421142478631687
shipped_synthetic,dataset6070,89.0,4,0.05967033962634685
shipped_synthetic,dataset3619,31.0,2,0.15202037264373747
shipped_synthetic,dataset2972,24.0,4,0.0006277478510934696
shipped_synthetic,dataset1886,21.0,5,1.2472133601760516e-05
shipped_synthetic,dataset3415,580.0,4,0.022481065907389353
shipped_synthetic,dataset851,10.0,3,4.517402571439101e-09
shipped_synthetic,dataset1127,6.0,2,6.852131080446522e-06
shipped_synthetic,dataset8717,27.0,1,0.0
shipped_synthetic,dataset10221,191.0,1,0.0
shipped_synthetic,dataset2116,92.0,2,0.10541441197019194
shipped_synthetic,dataset4604,8.0,2,8.995868429577591e-30
shipped_synthetic,dataset2544,30.0,2,0.22932026663411328
shipped_synthetic,dataset2226,5.0,1,
shipped_synthetic,dataset12132,64.0,3,0.09692532598674947
shipped_synthetic,dataset3706,5.0,1,
shipped_synthetic,dataset10655,37.0,5,0.00528441375383764
shipped_synthetic,dataset11312,5.0,1,
shipped_synthetic,dataset5363,85.0,3,0.0025762140227171436
shipped_synthetic,dataset4063,58.0,1,0.0
shipped_synthetic,dataset3767,85.0,3,0.06272068844968592
shipped_synthetic,dataset5280,451.0,2,0.5111488388686655
shipped_synthetic,dataset553,22.0,3,2.496224097733476e-07
shipped_synthetic,dataset10157,498.0,5,0.04646676817750754
shipped_synthetic,dataset3751,44.0,4,0.0014322254974060908
shipped_synthetic,dataset7092,64.0,3,0.09703710905920053
shipped_synthetic,dataset8448,665.0,5,0.1046295861950581
shipped_synthetic,dataset2396,149.0,3,0.00634218451914835
shipped_synthetic,dataset4143,136.0,4,0.10585094987232625
shipped_synthetic,dataset3266,32.0,2,2.206361702097775e-05
shipped_synthetic,dataset10140,518.0,3,7.382579311016902e-05
shipped_synthetic,dataset3497,389.0,1,0.0
shipped_synthetic,dataset11213,97.0,3,0.0033523484158388267
shipped_synthetic,dataset13781,6.0,1,0.0
shipped_synthetic,dataset9606,46.0,4,2.8692650116876243e-06
shipped_synthetic,dataset8545,29.0,5,5.431342054597335e-06
shipped_synthetic,dataset6746,80.0,3,0.050766555680285146
shipped_synthetic,dataset5460,51.0,4,0.007492060422316266
shipped_synthetic,dataset10137,7.0,2,1.1582528400366751e-05
shipped_synthetic,dataset11950,138.0,3,0.03556189604032079
shipped_synthetic,dataset2473,347.0,5,0.017123086000901844
shipped_synthetic,dataset7969,26.0,1,0.0
shipped_synthetic,dataset785,6.0,1,0.0
shipped_synthetic,dataset9237,420.0,2,0.017188982906541986
shipped_synthetic,dataset11034,25.0,1,0.0
shipped_synthetic,dataset9856,416.0,1,0.0
shipped_synthetic,dataset12401,36.0,3,0.03476619787727904
shipped_synthetic,dataset7455,7.0,2,6.630707804682684e-38
shipped_synthetic,dataset12646,23.0,1,0.0
shipped_synthetic,dataset9984,28.0,4,0.001130518265963344
shipped_synthetic,dataset7462,424.0,5,0.0496959004609112
shipped_synthetic,dataset4534,148.0,3,0.032129951540871386
shipped_synthetic,dataset1532,270.0,5,0.030338641551854607
shipped_synthetic,dataset12121,32.0,5,2.2755445581214776e-05
shipped_synthetic,dataset11512,53.0,3,0.01091530715672942
shipped_synthetic,dataset100,482.0,5,0.11529788667587673
shipped_synthetic,dataset3032,148.0,5,0.01844905194022114
shipped_synthetic,dataset980,9.0,3,0.00025038422873868466
shipped_synthetic,dataset6938,30.0,1,0.0
shipped_synthetic,dataset2707,32.0,2,0.012928737229958853
shipped_synthetic,dataset10051,14.0,4,2.6964137343432994e-05
shipped_synthetic,dataset377,502.0,4,0.0037789527184055676
shipped_synthetic,dataset5893,24.0,2,1.261804005790804e-05
shipped_synthetic,dataset7994,6.0,2,2.0729029241444484e-45
shipped_synthetic,dataset10996,167.0,2,0.09231943674997355
shipped_synthetic,dataset5722,15.0,1,0.0
shipped_synthetic,dataset7181,9.0,3,2.2650987491855744e-16
shipped_synthetic,dataset9311,222.0,4,0.10101744157126318
shipped_synthetic,dataset10161,23.0,4,1.504231513964248e-06
shipped_synthetic,dataset12788,12.0,2,5.240472618141133e-08
shipped_synthetic,dataset5070,26.0,1,0.0
shipped_synthetic,dataset1714,200.0,2,0.4907751381189448
shipped_synthetic,dataset10420,9.0,3,3.968070621413141e-24
shipped_synthetic,dataset11647,30.0,5,0.000174571543581948
shipped_synthetic,dataset2931,16.0,5,1.0115113798453834e-08
shipped_synthetic,dataset11294,56.0,3,0.008772602021309934
shipped_synthetic,dataset4841,368.0,5,0.024179414803183953
shipped_synthetic,dataset5676,18.0,3,4.1199323108741165e-15
shipped_synthetic,dataset5286,187.0,2,2.5822755403745122e-17
shipped_synthetic,dataset3900,25.0,4,9.473729764200406e-05
shipped_synthetic,dataset187,47.0,2,0.03617842575307461
shipped_synthetic,dataset11366,16.0,5,4.451184291918241e-06
shipped_synthetic,dataset9987,364.0,2,2.132748673908177e-17
shipped_synthetic,dataset11940,648.0,5,0.05366928175821104
shipped_synthetic,dataset1251,224.0,3,0.0991370528304318
shipped_synthetic,dataset6107,102.0,2,0.5771529973307303
shipped_synthetic,dataset13076,22.0,1,0.0
shipped_synthetic,dataset8204,29.0,2,0.04226050047505263
shipped_synthetic,dataset6223,678.0,1,0.0
shipped_synthetic,dataset10097,166.0,2,0.013302287586163622
shipped_synthetic,dataset2595,127.0,2,0.017358443631875036
shipped_synthetic,dataset4717,6.0,2,7.18303434316907e-22
shipped_synthetic,dataset10724,645.0,3,0.39372646140866313
shipped_synthetic,dataset9143,57.0,3,0.01244297595514774
shipped_synthetic,dataset8866,17.0,2,0.014882672735118974
shipped_synthetic,dataset6662,52.0,1,0.0
shipped_synthetic,dataset148,535.0,2,0.5615433500175188
shipped_synthetic,dataset440,722.0,4,0.21800084857974286
shipped_synthetic,dataset12620,217.0,2,0.5563031540669706
shipped_synthetic,dataset8584,13.0,3,0.00020319919060825218
shipped_synthetic,dataset10148,18.0,5,0.0002402158443864572
shipped_synthetic,dataset13620,266.0,4,0.1284716212423382
shipped_synthetic,dataset2450,11.0,1,0.0
shipped_synthetic,dataset2817,87.0,2,1.5903716800789736e-08
shipped_synthetic,dataset5027,7.0,2,0.0016355167651726289
shipped_synthetic,dataset8334,157.0,4,0.003944590063290316
shipped_synthetic,dataset4613,5.0,1,
shipped_synthetic,dataset926,135.0,2,0.29132422835028426
shipped_synthetic,dataset594,676.0,5,0.10775953074014306
shipped_synthetic,dataset6521,152.0,3,0.004798072312577958
shipped_synthetic,dataset7380,13.0,3,0.023438073722797565
shipped_synthetic,dataset7368,410.0,3,0.05735177826465698
shipped_synthetic,dataset3824,444.0,5,0.12802758086279029
shipped_synthetic,dataset1377,58.0,5,0.007242811732749141
shipped_synthetic,dataset5931,76.0,2,1.374705016112605e-10
shipped_synthetic,dataset11736,85.0,2,3.3856315666076234e-05
shipped_synthetic,dataset5684,544.0,2,0.00164746762494397
shipped_synthetic,dataset3841,358.0,4,0.021249581019437292
shipped_synthetic,dataset2591,214.0,2,0.5318728941058276
shipped_synthetic,dataset2743,9.0,1,0.0
shipped_synthetic,dataset9168,133.0,1,0.0
shipped_synthetic,dataset504,41.0,2,0.026777054610520858
shipped_synthetic,dataset4216,142.0,4,0.0002376138682333884
shipped_synthetic,dataset6853,8.0,2,0.007641334044289251
shipped_synthetic,dataset9969,24.0,2,9.335102894567375e-05
shipped_synthetic,dataset5190,402.0,5,0.0872097987735968
shipped_synthetic,dataset3326,8.0,2,0.0012578002236526013
shipped_synthetic,dataset7443,208.0,3,0.03499003770112313
shipped_synthetic,dataset7735,618.0,5,0.10973495176883738
shipped_synthetic,dataset1688,426.0,2,0.5579414436865524
shipped_synthetic,dataset7298,165.0,2,0.29882254994092977
shipped_synthetic,dataset11707,38.0,3,0.005916582440778902
shipped_synthetic,dataset6850,6.0,2,0.0010232078283638096
shipped_synthetic,dataset3731,591.0,2,0.7359533161304413
shipped_synthetic,dataset10739,218.0,1,0.0
shipped_synthetic,dataset6267,70.0,1,0.0
shipped_synthetic,dataset12661,180.0,4,0.06283508738908884
shipped_synthetic,dataset5741,729.0,4,0.23607247077270146
shipped_synthetic,dataset5318,157.0,2,0.2815435071392859
shipped_synthetic,dataset393,85.0,2,0.005956464502260528
shipped_synthetic,dataset3773,68.0,4,0.0043690857800028375
shipped_synthetic,dataset8574,93.0,4,0.015008033376131193
shipped_synthetic,dataset10710,43.0,2,0.013687382078865867
shipped_synthetic,dataset8515,47.0,5,0.010812656938164546
shipped_synthetic,dataset6475,115.0,1,0.0
shipped_synthetic,dataset78,16.0,5,2.6829334362708923e-07
shipped_synthetic,dataset12459,115.0,3,0.16002382494291134
shipped_synthetic,dataset5840,61.0,3,1.6708492745874531e-06
shipped_synthetic,dataset12606,150.0,3,0.11515835066593084
shipped_synthetic,dataset784,697.0,5,0.11177817698767223
shipped_synthetic,dataset11435,732.0,5,0.08503325979700369
shipped_synthetic,dataset10909,573.0,5,0.13121700860491234
shipped_synthetic,dataset2698,680.0,3,0.2035607758715573
shipped_synthetic,dataset8363,155.0,2,0.5509458947327328
shipped_synthetic,dataset9990,681.0,3,0.2710125210711397
shipped_synthetic,dataset11926,692.0,3,0.10997614634008572
shipped_synthetic,dataset3524,7.0,2,2.8212733532346597e-19
shipped_synthetic,dataset6751,69.0,2,0.08422813684717495
shipped_synthetic,dataset8458,56.0,2,9.66204866905544e-08
shipped_synthetic,dataset10750,7.0,2,4.363953138379323e-08
shipped_synthetic,dataset2289,24.0,3,1.4879755113095447e-05
shipped_synthetic,dataset6524,15.0,4,3.982395609084453e-14
shipped_synthetic,dataset4096,212.0,5,0.03373343487204443
shipped_synthetic,dataset5475,21.0,3,8.260868719187589e-05
shipped_synthetic,dataset13592,7.0,2,9.567461647682298e-22
shipped_synthetic,dataset10748,16.0,4,0.0022365265766096476
shipped_synthetic,dataset5328,69.0,1,0.0
shipped_synthetic,dataset12093,218.0,4,0.04993625197892029
shipped_synthetic,dataset4529,11.0,3,1.232541401189031e-08
shipped_synthetic,dataset7437,26.0,2,0.027739300231294006
shipped_synthetic,dataset5014,41.0,1,0.0
shipped_synthetic,dataset10893,29.0,4,1.4378751115686222e-06
shipped_synthetic,dataset5530,5.0,1,
shipped_synthetic,dataset11550,7.0,2,3.566813380310541e-06
shipped_synthetic,dataset5228,16.0,1,0.0
shipped_synthetic,dataset11352,12.0,1,0.0
shipped_synthetic,dataset2794,53.0,2,1.9988897722754985e-06
shipped_synthetic,dataset7441,323.0,2,0.03367182468879923
shipped_synthetic,dataset13448,376.0,3,0.17912593358843318
shipped_synthetic,dataset9159,35.0,2,0.11007918469841495
shipped_synthetic,dataset13759,179.0,1,0.0
shipped_synthetic,dataset12990,57.0,4,0.022880027963583283
shipped_synthetic,dataset6813,7.0,2,4.816351129177793e-103
shipped_synthetic,dataset6257,70.0,1,0.0
shipped_synthetic,dataset11349,39.0,2,1.152025735242982e-06
shipped_synthetic,dataset6060,59.0,1,0.0
shipped_synthetic,dataset9036,607.0,3,0.1774334616733698
shipped_synthetic,dataset872,176.0,5,0.030933995515906438
shipped_synthetic,dataset5021,50.0,2,1.5283425584389394e-05
shipped_synthetic,dataset947,255.0,3,0.024990533354982775
shipped_synthetic,dataset4810,170.0,4,0.06271601809219468
shipped_synthetic,dataset11370,146.0,1,0.0
shipped_synthetic,dataset2590,43.0,2,1.4673203874501676e-06
shipped_synthetic,dataset13554,148.0,2,0.0005011753748357743
shipped_synthetic,dataset11704,19.0,3,0.003844857770816758
shipped_synthetic,dataset8201,280.0,1,0.0
shipped_synthetic,dataset2963,42.0,3,0.0012479324684731344
shipped_synthetic,dataset2835,17.0,3,0.011002713442890869
shipped_synthetic,dataset2379,9.0,1,0.0
shipped_synthetic,dataset5039,653.0,5,0.077480554062257
shipped_synthetic,dataset13406,10.0,2,0.003403803292640971
shipped_synthetic,dataset971,224.0,3,0.1791656259532883
shipped_synthetic,dataset6306,137.0,2,3.9089169932465734e-05
shipped_synthetic,dataset9991,38.0,2,0.013197800045383772
shipped_synthetic,dataset11295,80.0,4,0.0033221078535147115
shipped_synthetic,dataset13099,6.0,2,5.9002526137765505e-08
shipped_synthetic,dataset2645,75.0,2,0.12603575483848248
shipped_synthetic,dataset12275,8.0,2,8.901459729619183e-12
shipped_synthetic,dataset13013,636.0,4,0.03369849060572189
shipped_synthetic,dataset62,93.0,2,0.22091358627623164
shipped_synthetic,dataset2206,390.0,1,0.0
shipped_synthetic,dataset7197,277.0,4,0.007708507188046707
shipped_synthetic,dataset9061,120.0,3,0.05032421350146821
shipped_synthetic,dataset10116,117.0,2,0.004489369970824382
shipped_synthetic,dataset8059,560.0,4,0.1293913419013865
shipped_synthetic,dataset11882,24.0,2,0.027150588693511103
shipped_synthetic,dataset3356,10.0,1,0.0
shipped_synthetic,dataset11087,217.0,3,0.006385178420765259
shipped_synthetic,dataset10641,12.0,4,1.3589106938961912e-08
shipped_synthetic,dataset12930,20.0,3,4.739563863838609e-10
shipped_synthetic,dataset6713,280.0,5,0.060665139856077535
shipped_synthetic,dataset2447,123.0,3,0.02582415577131093
shipped_synthetic,dataset7828,121.0,4,1.4870894537920026e-07
shipped_synthetic,dataset4825,43.0,1,0.0
shipped_synthetic,dataset6011,24.0,4,0.0030341014278131837
shipped_synthetic,dataset10130,24.0,1,0.0
shipped_synthetic,dataset7595,41.0,3,0.026737326851866045
shipped_synthetic,dataset3149,38.0,5,0.0019232323004521761
shipped_synthetic,dataset2215,252.0,2,0.07987697659625634
shipped_synthetic,dataset4163,26.0,2,9.215856606699241e-07
shipped_synthetic,dataset8943,88.0,1,0.0
shipped_synthetic,dataset12766,193.0,3,0.003056726233233334
shipped_synthetic,dataset6288,464.0,3,0.18410505967470311
shipped_synthetic,dataset1693,114.0,2,0.0004559957241948359
shipped_synthetic,dataset11197,9.0,1,0.0
shipped_synthetic,dataset12193,7.0,2,1.0126698587805298e-09
shipped_synthetic,dataset6428,10.0,2,1.4294184231255017e-05
shipped_synthetic,dataset13503,70.0,1,0.0
shipped_synthetic,dataset12544,184.0,4,0.0802822240475439
shipped_synthetic,dataset3829,429.0,1,0.0
shipped_synthetic,dataset6503,33.0,3,2.7614563915473176e-06
shipped_synthetic,dataset6310,69.0,3,0.04943924068879776
shipped_synthetic,dataset8026,98.0,2,0.018549778326824005
shipped_synthetic,dataset1692,212.0,3,0.07163284172050352
shipped_synthetic,dataset12233,463.0,2,0.5883123827728861
shipped_synthetic,dataset2032,209.0,3,0.07572373511421279
shipped_synthetic,dataset3006,664.0,4,0.089180811354099
shipped_synthetic,dataset11113,295.0,2,0.5054856714735991
shipped_synthetic,dataset7234,97.0,4,6.99553874815331e-06
shipped_synthetic,dataset12746,5.0,1,
shipped_synthetic,dataset5119,412.0,2,0.4287671527799952
shipped_synthetic,dataset10142,13.0,2,1.3064660842505455e-06
