arm,dataset,n,k_fitted,overlap_fitted
shipped_synthetic,dataset13652,23.0,3,0.00021962977520100427
shipped_synthetic,dataset4756,45.0,1,0.0
shipped_synthetic,dataset13382,575.0,5,0.10018916956206278
shipped_synthetic,dataset7755,10.0,1,0.0
shipped_synthetic,dataset12067,82.0,2,0.20318528698608243
shipped_synthetic,dataset11755,20.0,4,1.015070224566191e-24
shipped_synthetic,dataset11495,240.0,3,0.13592164902314444
shipped_synthetic,dataset3981,10.0,3,9.206930905141844e-06
shipped_synthetic,dataset7570,152.0,2,0.25699943475965764
shipped_synthetic,dataset8652,14.0,3,0.0031913867668374334
shipped_synthetic,dataset2382,115.0,3,0.10304370821275681
shipped_synthetic,dataset11815,221.0,3,0.1611089126415268
shipped_synthetic,dataset4057,183.0,4,0.037791039822415134
shipped_synthetic,dataset3479,44.0,3,0.0005970020999632858
shipped_synthetic,dataset12730,698.0,3,0.3649645703541251
shipped_synthetic,dataset6506,185.0,2,0.3151099782621034
shipped_synthetic,dataset8528,91.0,2,0.02369450293116504
shipped_synthetic,dataset9157,161.0,3,0.015085202002854535
shipped_synthetic,dataset3747,17.0,3,0.0009425506616830079
shipped_synthetic,dataset87,185.0,4,0.12173122909929503
shipped_synthetic,dataset9920,286.0,5,0.054421579711979584
shipped_synthetic,dataset6467,142.0,2,0.2609974094579858
shipped_synthetic,dataset11450,11.0,3,0.00010520068018532474
shipped_synthetic,dataset5997,69.0,2,0.5164852110769395
shipped_synthetic,dataset12441,652.0,3,0.2280990463555729
shipped_synthetic,dataset4137,176.0,3,0.027849504374819797
shipped_synthetic,dataset5232,5.0,1,
shipped_synthetic,dataset8798,76.0,2,0.001051149179785682
shipped_synthetic,dataset5018,286.0,4,0.025574850944007233
shipped_synthetic,dataset12342,4.0,1,
shipped_synthetic,dataset1543,242.0,2,4.070193084989539e-07
shipped_synthetic,dataset5469,525.0,4,0.08426116022473007
shipped_synthetic,dataset8033,11.0,3,4.697235077774805e-15
shipped_synthetic,dataset13716,65.0,2,0.06769487628022802
shipped_synthetic,dataset13107,37.0,4,0.003402106375598365
shipped_synthetic,dataset11479,64.0,1,0.0
shipped_synthetic,dataset3443,6.0,2,3.2665561492783624e-05
shipped_synthetic,dataset6476,169.0,3,3.902167219644816e-05
shipped_synthetic,dataset13195,59.0,3,0.12162333238859054
shipped_synthetic,dataset4885,92.0,2,0.030674198897556862
shipped_synthetic,dataset13648,305.0,2,0.5161439245583251
shipped_synthetic,dataset8719,5.0,1,
shipped_synthetic,dataset12859,251.0,3,0.0261802814187507
shipped_synthetic,dataset6606,575.0,5,0.03182372701775469
shipped_synthetic,dataset4300,265.0,3,0.08536896752277906
shipped_synthetic,dataset12106,12.0,1,0.0
shipped_synthetic,dataset1132,11.0,3,3.3762032039187075e-09
shipped_synthetic,dataset13485,23.0,1,0.0
shipped_synthetic,dataset10977,663.0,3,0.17000564097747514
shipped_synthetic,dataset12053,103.0,5,0.042905447465780934
shipped_synthetic,dataset6854,378.0,4,0.13161594978656688
shipped_synthetic,dataset11693,13.0,4,0.0022513192822160473
shipped_synthetic,dataset13710,94.0,3,0.12665550419056762
shipped_synthetic,dataset1573,410.0,4,0.14483666828180994
shipped_synthetic,dataset2824,246.0,4,0.07949949717866238
shipped_synthetic,dataset8268,198.0,3,0.1660285218481788
shipped_synthetic,dataset4476,47.0,4,0.007992574831189668
shipped_synthetic,dataset4,34.0,2,0.22341044114955294
shipped_synthetic,dataset10079,654.0,5,0.1113618297945008
shipped_synthetic,dataset4036,24.0,2,3.3647196815910136e-07
shipped_synthetic,dataset804,30.0,4,0.00036954056953080925
shipped_synthetic,dataset9686,8.0,2,9.33288813341278e-05
shipped_synthetic,dataset9316,369.0,2,0.49854068116416106
shipped_synthetic,dataset9097,199.0,3,0.0021776917287931433
shipped_synthetic,dataset13283,100.0,3,0.10887108959477036
shipped_synthetic,dataset6552,69.0,2,0.00017463024548930645
shipped_synthetic,dataset7818,675.0,3,0.1196947885589535
shipped_synthetic,dataset3598,59.0,3,0.004097837852067074
shipped_synthetic,dataset9859,705.0,5,0.11027355425953526
shipped_synthetic,dataset10076,198.0,2,0.29131553541179267
shipped_synthetic,dataset914,220.0,2,0.5253137044685829
shipped_synthetic,dataset7911,246.0,4,0.05854828971626761
shipped_synthetic,dataset3943,278.0,4,0.09896341580178845
shipped_synthetic,dataset9258,8.0,2,0.003124903870142643
shipped_synthetic,dataset745,41.0,1,0.0
shipped_synthetic,dataset11664,28.0,3,8.470285946119414e-05
shipped_synthetic,dataset9944,5.0,1,
shipped_synthetic,dataset6943,24.0,5,0.007272798205632441
shipped_synthetic,dataset12315,13.0,2,0.0010065362565523494
shipped_synthetic,dataset7919,402.0,3,0.36594900926562063
shipped_synthetic,dataset12632,80.0,3,0.010157272295030864
shipped_synthetic,dataset6512,210.0,4,0.06984125471750673
shipped_synthetic,dataset3455,23.0,4,1.3670794398852448e-05
shipped_synthetic,dataset8898,22.0,2,8.686700159670648e-05
shipped_synthetic,dataset12600,503.0,3,0.10315774719953774
shipped_synthetic,dataset5288,7.0,2,1.8791503085108617e-08
shipped_synthetic,dataset13739,233.0,4,0.06731012060307939
shipped_synthetic,dataset10662,162.0,3,0.047275626418998296
shipped_synthetic,dataset3027,458.0,4,0.09916905847921055
shipped_synthetic,dataset11069,267.0,1,0.0
shipped_synthetic,dataset13071,399.0,2,0.5150288492882873
shipped_synthetic,dataset7244,86.0,1,0.0
shipped_synthetic,dataset3542,609.0,3,0.10185709080263604
shipped_synthetic,dataset6134,510.0,3,0.21327265272223994
shipped_synthetic,dataset884,69.0,1,0.0
shipped_synthetic,dataset1087,8.0,2,0.07318225997763117
shipped_synthetic,dataset5637,111.0,4,0.011593936220810007
shipped_synthetic,dataset6862,342.0,5,0.09753211744604413
shipped_synthetic,dataset3753,179.0,3,0.01115728941363911
shipped_synthetic,dataset4255,12.0,4,3.926922470965791e-09
shipped_synthetic,dataset9883,6.0,2,0.0015372647578314553
shipped_synthetic,dataset1783,27.0,2,1.0234201815930963e-07
shipped_synthetic,dataset2775,458.0,2,0.811980135693966
shipped_synthetic,dataset7124,12.0,2,3.773688935209141e-06
shipped_synthetic,dataset3360,615.0,3,0.2874459745866
shipped_synthetic,dataset3868,14.0,3,0.05632118869002975
shipped_synthetic,dataset705,105.0,2,0.004406982832043351
shipped_synthetic,dataset1932,52.0,5,0.0030954309982413352
shipped_synthetic,dataset10041,353.0,3,0.25374097643519183
shipped_synthetic,dataset5537,608.0,5,0.09145451114200814
shipped_synthetic,dataset11870,24.0,1,0.0
shipped_synthetic,dataset9025,63.0,5,0.009089237232491007
shipped_synthetic,dataset5992,13.0,4,7.410626047445452e-15
shipped_synthetic,dataset6022,30.0,1,0.0
shipped_synthetic,dataset1396,739.0,4,0.14514971735196414
shipped_synthetic,dataset12540,14.0,4,2.890981359039724e-07
shipped_synthetic,dataset9521,10.0,3,1.7502167594343164e-09
shipped_synthetic,dataset12170,210.0,2,0.002367276231912221
shipped_synthetic,dataset942,53.0,2,0.0002770102362178352
shipped_synthetic,dataset8732,21.0,5,0.006695269919188747
shipped_synthetic,dataset10732,111.0,2,2.832970062135741e-07
shipped_synthetic,dataset10924,609.0,5,0.04720407986043916
shipped_synthetic,dataset8403,19.0,5,0.007240933346516321
shipped_synthetic,dataset7152,384.0,5,0.09385986767662904
shipped_synthetic,dataset12031,334.0,3,0.1008926979511237
shipped_synthetic,dataset1092,78.0,2,0.06511710249963037
shipped_synthetic,dataset1737,17.0,1,0.0
shipped_synthetic,dataset13159,712.0,1,0.0
shipped_synthetic,dataset8602,13.0,3,0.00012638077946231345
shipped_synthetic,dataset8212,7.0,2,0.0014508922040506014
shipped_synthetic,dataset722,35.0,5,0.0018766474846594252
shipped_synthetic,dataset11785,170.0,4,0.08066823006687528
shipped_synthetic,dataset7328,249.0,3,0.0012473071253609883
shipped_synthetic,dataset12059,7.0,2,1.1543704933345697e-101
shipped_synthetic,dataset1972,648.0,4,0.17698320510478105
shipped_synthetic,dataset4103,48.0,5,0.0007379777926032728
shipped_synthetic,dataset5257,9.0,1,0.0
shipped_synthetic,dataset6030,583.0,3,0.12873030103922048
shipped_synthetic,dataset9934,16.0,4,3.0347199771910113e-06
shipped_synthetic,dataset8928,355.0,2,0.5557656353325486
shipped_synthetic,dataset11096,7.0,2,3.433151076985616e-08
shipped_synthetic,dataset6613,87.0,4,0.03532655251451663
shipped_synthetic,dataset3828,22.0,1,0.0
shipped_synthetic,dataset6939,18.0,2,0.017607904639644345
shipped_synthetic,dataset2365,34.0,1,0.0
shipped_synthetic,dataset6092,741.0,2,0.12752706603127223
shipped_synthetic,dataset1577,186.0,3,0.2126296168622096
shipped_synthetic,dataset1816,150.0,1,0.0
shipped_synthetic,dataset12361,32.0,3,3.953655127517462e-06
shipped_synthetic,dataset13767,135.0,1,0.0
shipped_synthetic,dataset4752,131.0,3,0.018751317226132314
shipped_synthetic,dataset5202,117.0,2,0.19457029720352745
shipped_synthetic,dataset7907,85.0,2,0.06402928330369693
shipped_synthetic,dataset1729,92.0,3,2.343882871374359e-06
shipped_synthetic,dataset7112,4.0,1,
shipped_synthetic,dataset2842,6.0,2,0.00024037638836859823
shipped_synthetic,dataset3048,157.0,3,0.15348428321028193
shipped_synthetic,dataset6173,663.0,4,0.04445266101659497
shipped_synthetic,dataset6727,706.0,2,0.5836456841930469
shipped_synthetic,dataset7516,85.0,5,0.04657007727992383
shipped_synthetic,dataset920,24.0,1,0.0
shipped_synthetic,dataset10503,100.0,3,0.0007405201798557885
shipped_synthetic,dataset1229,11.0,1,0.0
shipped_synthetic,dataset11170,514.0,5,0.05092059535230398
shipped_synthetic,dataset3733,40.0,1,0.0
shipped_synthetic,dataset12203,490.0,2,0.5057741675396153
shipped_synthetic,dataset13165,105.0,1,0.0
shipped_synthetic,dataset5265,170.0,4,0.009099405090947131
shipped_synthetic,dataset8198,8.0,1,0.0
shipped_synthetic,dataset10556,98.0,5,0.016032738437268587
shipped_synthetic,dataset12631,323.0,3,0.2212971172197374
shipped_synthetic,dataset6350,25.0,1,0.0
shipped_synthetic,dataset5939,137.0,4,0.04060305991248526
shipped_synthetic,dataset13058,26.0,1,0.0
shipped_synthetic,dataset9193,56.0,2,0.00023645391156997466
shipped_synthetic,dataset10434,29.0,3,0.0025509800627303786
shipped_synthetic,dataset2407,229.0,3,0.2344623128849752
shipped_synthetic,dataset5780,315.0,2,0.5410919725959056
shipped_synthetic,dataset2762,342.0,3,0.02222558872815623
shipped_synthetic,dataset7439,12.0,4,0.0015137727041049443
shipped_synthetic,dataset6319,9.0,2,1.4462901176920168e-11
shipped_synthetic,dataset9652,15.0,3,9.448388308652756e-06
shipped_synthetic,dataset9658,183.0,2,0.2687068865702649
shipped_synthetic,dataset3735,496.0,5,0.03376537847171934
shipped_synthetic,dataset12194,18.0,1,0.0
shipped_synthetic,dataset11105,185.0,2,0.1544641500856973
shipped_synthetic,dataset13624,64.0,2,0.02396216601739926
shipped_synthetic,dataset8258,445.0,3,0.3244827797117831
shipped_synthetic,dataset3095,377.0,4,0.004329731518954116
shipped_synthetic,dataset7550,724.0,4,0.1170784735568637
shipped_synthetic,dataset3330,40.0,2,0.008629560187644594
shipped_synthetic,dataset7209,35.0,4,0.022907709039558563
shipped_synthetic,dataset2235,49.0,1,0.0
shipped_synthetic,dataset7389,613.0,5,0.09216917376585916
shipped_synthetic,dataset6393,43.0,2,0.003092551045465572
shipped_synthetic,dataset10932,6.0,2,0.0003069534221449473
shipped_synthetic,dataset7228,39.0,1,0.0
shipped_synthetic,dataset5691,113.0,4,0.06464268100152297
shipped_synthetic,dataset4188,6.0,2,1.6755980519967563e-10
shipped_synthetic,dataset11760,39.0,4,0.007381780637236049
shipped_synthetic,dataset2814,163.0,4,0.07350008545520013
shipped_synthetic,dataset7255,552.0,3,0.1091769812509556
shipped_synthetic,dataset11184,12.0,2,0.0005631763284837997
shipped_synthetic,dataset7617,28.0,3,0.00015141735900518486
shipped_synthetic,dataset9972,15.0,2,0.0008509073037931606
shipped_synthetic,dataset186,16.0,5,1.5266205469292167e-11
shipped_synthetic,dataset6843,10.0,2,0.0007156033010488898
shipped_synthetic,dataset9755,261.0,2,0.0009514206467548824
shipped_synthetic,dataset12964,158.0,3,0.004150589099109806
shipped_synthetic,dataset12099,17.0,1,0.0
shipped_synthetic,dataset12923,10.0,3,0.0017130295915627725
shipped_synthetic,dataset5102,6.0,2,2.70476932919925e-06
shipped_synthetic,dataset3572,379.0,2,0.5123422526655401
shipped_synthetic,dataset1030,16.0,2,4.8493515346068524e-05
shipped_synthetic,dataset9634,31.0,1,0.0
shipped_synthetic,dataset13447,95.0,3,6.366975027042938e-13
shipped_synthetic,dataset5271,63.0,2,0.0008856369691967985
shipped_synthetic,dataset3864,41.0,2,0.1601842001892155
shipped_synthetic,dataset13085,687.0,4,0.12370163394030105
shipped_synthetic,dataset9748,82.0,2,0.0008795458633598372
shipped_synthetic,dataset11461,133.0,1,0.0
shipped_synthetic,dataset2684,60.0,1,0.0
shipped_synthetic,dataset9199,191.0,4,0.04474381039924972
shipped_synthetic,dataset13439,232.0,3,0.04132008663500027
shipped_synthetic,dataset5319,36.0,3,0.0004775734101046267
shipped_synthetic,dataset4950,14.0,4,5.774980945132895e-07
shipped_synthetic,dataset10811,28.0,3,0.0915719517144058
shipped_synthetic,dataset4518,694.0,4,0.14211282088144583
shipped_synthetic,dataset5400,15.0,5,6.839278576243783e-06
shipped_synthetic,dataset12755,45.0,1,0.0
shipped_synthetic,dataset10189,5.0,1,
shipped_synthetic,dataset10800,75.0,2,0.09476413562302496
shipped_synthetic,dataset7057,9.0,3,3.038595927617576e-09
shipped_synthetic,dataset7922,189.0,3,0.21005022632853587
shipped_synthetic,dataset13219,72.0,3,0.021227756411983417
shipped_synthetic,dataset7029,109.0,3,0.002578634892339188
shipped_synthetic,dataset907,114.0,4,0.009597638541140633
shipped_synthetic,dataset9787,284.0,4,0.001348978377403101
shipped_synthetic,dataset10019,129.0,2,0.00020479887137866504
shipped_synthetic,dataset3866,26.0,1,0.0
shipped_synthetic,dataset1120,12.0,1,0.0
shipped_synthetic,dataset3982,107.0,2,0.08182334510276339
shipped_synthetic,dataset12211,26.0,3,0.00022670043087717208
shipped_synthetic,dataset1324,38.0,3,1.2307083387914017e-10
shipped_synthetic,dataset654,206.0,3,0.029801110178506788
shipped_synthetic,dataset254,107.0,4,0.030891623038477558
shipped_synthetic,dataset8997,6.0,2,7.253218786836401e-07
shipped_synthetic,dataset6280,35.0,2,0.0028879037451889286
shipped_synthetic,dataset9065,33.0,3,0.010365358190987264
shipped_synthetic,dataset5633,314.0,2,0.5522406821745884
shipped_synthetic,dataset12909,17.0,2,0.15126298518198453
shipped_synthetic,dataset8170,204.0,4,0.045977833988571665
shipped_synthetic,dataset3109,24.0,3,0.003298187959624693
shipped_synthetic,dataset5666,35.0,3,0.04283094456835127
shipped_synthetic,dataset11464,6.0,2,0.003200202261215653
shipped_synthetic,dataset11790,436.0,2,0.0040055686329629435
shipped_synthetic,dataset13175,65.0,2,1.5741391123560578e-18
shipped_synthetic,dataset10562,50.0,3,0.0039169925356547395
shipped_synthetic,dataset7302,24.0,2,0.06329100624580122
shipped_synthetic,dataset2164,526.0,1,0.0
shipped_synthetic,dataset2325,268.0,4,0.07106322891675385
shipped_synthetic,dataset8023,16.0,5,3.053276979890526e-05
shipped_synthetic,dataset222,80.0,2,0.002343498345386178
shipped_synthetic,dataset2072,495.0,5,0.0960321973527562
shipped_synthetic,dataset9528,34.0,3,0.057914836760276645
shipped_synthetic,dataset8689,313.0,4,0.1039352134580802
shipped_synthetic,dataset9487,635.0,4,0.03960593591092407
shipped_synthetic,dataset11229,116.0,2,0.5833796391942762
shipped_synthetic,dataset7509,17.0,5,0.0003481035015699484
shipped_synthetic,dataset13518,412.0,1,0.0
shipped_synthetic,dataset336,384.0,2,0.002752920952677657
shipped_synthetic,dataset7134,98.0,2,0.5922717330748314
shipped_synthetic,dataset1730,96.0,3,0.003120219522758825
shipped_synthetic,dataset6546,683.0,3,0.0037024198435373877
shipped_synthetic,dataset8594,17.0,5,1.9854346720107888e-07
shipped_synthetic,dataset10336,63.0,4,0.0057402496816679185
shipped_synthetic,dataset935,115.0,1,0.0
shipped_synthetic,dataset5576,74.0,3,0.00019180796814167772
shipped_synthetic,dataset3877,9.0,3,3.3609618079302265e-10
shipped_synthetic,dataset868,114.0,2,0.06650332449007042
shipped_synthetic,dataset7460,141.0,1,0.0
shipped_synthetic,dataset5586,174.0,2,0.00977414783137863
shipped_synthetic,dataset9534,21.0,1,0.0
shipped_synthetic,dataset3154,149.0,1,0.0
shipped_synthetic,dataset9728,515.0,2,0.5971226620402432
shipped_synthetic,dataset11644,92.0,3,0.002248477972865911
shipped_synthetic,dataset2755,27.0,3,0.0011016362683446688
shipped_synthetic,dataset12748,128.0,5,0.0014058817064662638
shipped_synthetic,dataset11876,19.0,5,1.411349610077798e-07
shipped_synthetic,dataset118,651.0,4,0.10550889781825788
shipped_synthetic,dataset1407,148.0,2,0.14123479819802687
shipped_synthetic,dataset12574,88.0,3,0.09977959426214227
shipped_synthetic,dataset523,9.0,1,0.0
shipped_synthetic,dataset10764,116.0,2,0.007606586432107258
shipped_synthetic,dataset11162,171.0,4,0.003591810518604689
shipped_synthetic,dataset10400,29.0,4,4.397929566266412e-06
shipped_synthetic,dataset4903,15.0,4,8.737879718107518e-08
shipped_synthetic,dataset7215,658.0,5,0.09208138461460888
shipped_synthetic,dataset4519,9.0,3,0.002690443613259277
shipped_synthetic,dataset4966,5.0,1,
shipped_synthetic,dataset11633,117.0,3,0.0018690084510421744
shipped_synthetic,dataset1023,19.0,2,6.981047628594052e-17
shipped_synthetic,dataset8639,57.0,2,0.016315078710246872
shipped_synthetic,dataset8924,310.0,5,0.0392793102578433
shipped_synthetic,dataset5963,10.0,3,1.0040204831101524e-11
shipped_synthetic,dataset13105,241.0,4,0.002471807504145656
shipped_synthetic,dataset6823,40.0,3,0.012825172309399424
shipped_synthetic,dataset12364,8.0,1,0.0
shipped_synthetic,dataset12594,99.0,2,0.5954480072499564
shipped_synthetic,dataset2895,29.0,5,1.7606140908791807e-05
shipped_synthetic,dataset4404,52.0,1,0.0
shipped_synthetic,dataset11590,72.0,1,0.0
shipped_synthetic,dataset1540,745.0,5,0.13720826717952697
shipped_synthetic,dataset9042,10.0,3,2.9489623653456715e-09
shipped_synthetic,dataset9811,34.0,1,0.0
shipped_synthetic,dataset9049,4.0,1,
shipped_synthetic,dataset1567,242.0,5,0.02241085619202109
shipped_synthetic,dataset6609,5.0,1,
shipped_synthetic,dataset13023,285.0,2,2.8107995862107725e-06
shipped_synthetic,dataset1613,77.0,3,0.001050259306514083
shipped_synthetic,dataset721,6.0,2,6.0903933419121e-78
shipped_synthetic,dataset12062,18.0,5,7.864707010261859e-06
shipped_synthetic,dataset7766,92.0,2,0.17005515440885782
shipped_synthetic,dataset5823,209.0,2,0.3529381235321543
shipped_synthetic,dataset702,57.0,2,2.2980855524344416e-19
shipped_synthetic,dataset693,52.0,1,0.0
shipped_synthetic,dataset11763,4.0,1,
shipped_synthetic,dataset2212,138.0,2,0.0972759320602695
shipped_synthetic,dataset12268,236.0,3,0.11138811731518938
shipped_synthetic,dataset903,24.0,3,0.05701373499811526
shipped_synthetic,dataset9031,142.0,1,0.0
shipped_synthetic,dataset889,4.0,1,
shipped_synthetic,dataset80,104.0,3,0.00270590393394959
shipped_synthetic,dataset9510,4.0,1,
shipped_synthetic,dataset1058,327.0,1,0.0
shipped_synthetic,dataset13693,14.0,3,0.003152591176565435
shipped_synthetic,dataset9474,66.0,1,0.0
shipped_synthetic,dataset13246,9.0,3,1.0285437444501832e-18
shipped_synthetic,dataset5238,68.0,5,1.7859978076771918e-10
shipped_synthetic,dataset3435,205.0,5,0.060260298746694974
shipped_synthetic,dataset11987,572.0,3,0.31209578440938057
shipped_synthetic,dataset6559,12.0,4,2.1178541277451567e-05
shipped_synthetic,dataset7607,75.0,2,5.080284882548516e-11
shipped_synthetic,dataset2178,33.0,1,0.0
shipped_synthetic,dataset6355,137.0,2,0.032350810950692484
shipped_synthetic,dataset8205,714.0,3,0.14966598118717098
shipped_synthetic,dataset6116,17.0,1,0.0
shipped_synthetic,dataset9968,70.0,3,0.0796687480846711
shipped_synthetic,dataset10365,109.0,2,1.8407110206812786e-12
shipped_synthetic,dataset10081,11.0,3,0.029661799316109527
shipped_synthetic,dataset10675,48.0,3,0.0021829324097653708
shipped_synthetic,dataset10490,8.0,1,0.0
shipped_synthetic,dataset1193,355.0,4,0.09463929904323971
shipped_synthetic,dataset4113,84.0,2,8.775420762993169e-11
shipped_synthetic,dataset13705,103.0,4,0.02679178272846959
shipped_synthetic,dataset2717,422.0,4,0.10457189337845334
shipped_synthetic,dataset3237,20.0,3,0.0006088142584763205
shipped_synthetic,dataset12447,155.0,3,0.0032353934021771037
shipped_synthetic,dataset9681,19.0,2,5.176498861047644e-10
shipped_synthetic,dataset11863,5.0,1,
shipped_synthetic,dataset13484,45.0,4,0.0030205817724973244
shipped_synthetic,dataset7012,17.0,4,0.0003871277072900996
shipped_synthetic,dataset4823,141.0,5,0.03432807754125693
shipped_synthetic,dataset11684,68.0,3,0.0002751868341396512
shipped_synthetic,dataset7695,47.0,5,2.9224222315555786e-05
shipped_synthetic,dataset3847,4.0,1,
shipped_synthetic,dataset3939,118.0,4,0.004000095934563389
shipped_synthetic,dataset5097,60.0,2,0.001537566968480173
shipped_synthetic,dataset5957,7.0,2,1.0925054756713352e-06
shipped_synthetic,dataset1056,10.0,3,3.1220579365756965e-10
shipped_synthetic,dataset4180,49.0,2,1.3842282419226914e-05
shipped_synthetic,dataset8073,93.0,4,0.08090626432951786
shipped_synthetic,dataset10370,13.0,3,0.015525364744653726
shipped_synthetic,dataset12137,680.0,2,0.6048752225113063
shipped_synthetic,dataset9632,5.0,1,
shipped_synthetic,dataset3584,41.0,2,1.4047003406050599e-47
shipped_synthetic,dataset9675,18.0,2,1.4571038012870642e-05
shipped_synthetic,dataset13217,11.0,2,0.004589348506587444
shipped_synthetic,dataset12531,24.0,5,5.606830219731465e-06
shipped_synthetic,dataset1719,44.0,3,0.0016431578992164603
shipped_synthetic,dataset8397,347.0,5,0.06874748420232353
shipped_synthetic,dataset11303,8.0,1,0.0
shipped_synthetic,dataset13421,6.0,2,1.9936575493028525e-06
shipped_synthetic,dataset4642,229.0,2,0.16367175425715486
shipped_synthetic,dataset7851,9.0,1,0.0
shipped_synthetic,dataset3858,202.0,4,0.06520983801286634
shipped_synthetic,dataset8225,193.0,1,0.0
shipped_synthetic,dataset8099,9.0,2,9.921957242058159e-06
shipped_synthetic,dataset1718,16.0,2,0.007233645906809444
shipped_synthetic,dataset3365,169.0,5,0.031443278678419104
shipped_synthetic,dataset2854,109.0,4,0.00696282557764438
shipped_synthetic,dataset1715,248.0,1,0.0
shipped_synthetic,dataset10276,431.0,3,0.0021412167373542003
shipped_synthetic,dataset5162,170.0,3,0.05595865393122482
shipped_synthetic,dataset13562,28.0,1,0.0
shipped_synthetic,dataset12046,259.0,3,0.09653031584768744
shipped_synthetic,dataset1833,42.0,1,0.0
shipped_synthetic,dataset12309,425.0,2,0.4933758178108387
shipped_synthetic,dataset9611,274.0,2,0.5343790320754982
shipped_synthetic,dataset3931,26.0,2,0.002055302892963045
shipped_synthetic,dataset7905,45.0,2,0.200134263630464
shipped_synthetic,dataset657,25.0,3,3.076283991080625e-05
shipped_synthetic,dataset2553,21.0,5,2.8903239377513297e-07
shipped_synthetic,dataset1001,471.0,3,0.026523018862870656
shipped_synthetic,dataset2204,38.0,2,0.06298855656351324
shipped_synthetic,dataset5089,81.0,1,0.0
shipped_synthetic,dataset13168,20.0,5,3.361560117228384e-07
shipped_synthetic,dataset8274,8.0,1,0.0
shipped_synthetic,dataset12738,5.0,1,
shipped_synthetic,dataset11822,31.0,2,0.03446296081030187
shipped_synthetic,dataset2974,142.0,3,0.1478753834349241
shipped_synthetic,dataset1936,150.0,1,0.0
shipped_synthetic,dataset2733,98.0,3,0.05363597242233064
shipped_synthetic,dataset12758,81.0,4,0.025197865297411064
shipped_synthetic,dataset2795,16.0,5,0.0003444132557509182
shipped_synthetic,dataset5968,371.0,3,0.1605997036820212
shipped_synthetic,dataset2534,14.0,3,1.940155749971186e-08
shipped_synthetic,dataset9654,162.0,1,0.0
shipped_synthetic,dataset8988,12.0,4,0.008803072395402277
shipped_synthetic,dataset2619,14.0,4,8.783513637911622e-08
shipped_synthetic,dataset3597,273.0,2,0.426363174703297
shipped_synthetic,dataset7705,16.0,2,9.307084425081205e-11
shipped_synthetic,dataset10946,648.0,3,0.22681162052280768
shipped_synthetic,dataset5626,61.0,4,0.007147355260215813
shipped_synthetic,dataset12882,243.0,4,0.0021967938423855166
shipped_synthetic,dataset4419,34.0,1,0.0
shipped_synthetic,dataset6981,28.0,1,0.0
shipped_synthetic,dataset354,15.0,2,0.014409055490569422
shipped_synthetic,dataset953,59.0,4,0.027000986240222843
shipped_synthetic,dataset7882,93.0,2,0.03028842911309411
shipped_synthetic,dataset9481,6.0,2,0.0009253184982506784
shipped_synthetic,dataset2864,34.0,1,0.0
shipped_synthetic,dataset5751,181.0,2,0.30814926032579826
shipped_synthetic,dataset13747,205.0,3,0.00033007533637736415
shipped_synthetic,dataset5159,376.0,2,0.575839175901651
shipped_synthetic,dataset3820,92.0,3,0.1663225017703839
shipped_synthetic,dataset1703,17.0,4,0.021987636732055078
shipped_synthetic,dataset5002,551.0,3,0.3234732420664699
shipped_synthetic,dataset6342,46.0,1,0.0
shipped_synthetic,dataset7842,359.0,1,0.0
shipped_synthetic,dataset7800,726.0,2,0.6065800061061922
shipped_synthetic,dataset12570,430.0,3,0.006798108042160025
shipped_synthetic,dataset13275,80.0,1,0.0
shipped_synthetic,dataset6838,11.0,1,0.0
shipped_synthetic,dataset12867,132.0,3,0.05400232831427302
shipped_synthetic,dataset11302,166.0,3,0.14824741799701746
shipped_synthetic,dataset7580,453.0,4,0.08856711681752542
shipped_synthetic,dataset5993,505.0,4,0.15575842238654158
shipped_synthetic,dataset9202,13.0,4,2.464680145179141e-08
shipped_synthetic,dataset7214,16.0,3,0.0009462506144860308
shipped_synthetic,dataset5117,402.0,2,0.02595004084001013
shipped_synthetic,dataset8085,224.0,2,0.5543593915923959
shipped_synthetic,dataset5534,22.0,4,1.0008634980292374e-05
shipped_synthetic,dataset10852,48.0,2,7.835033271201365e-10
shipped_synthetic,dataset8969,310.0,3,0.0010500301284841844
shipped_synthetic,dataset1088,199.0,4,0.03759602447920234
shipped_synthetic,dataset1873,477.0,5,0.04821189071675237
shipped_synthetic,dataset13327,41.0,3,3.257032717197897e-08
shipped_synthetic,dataset3769,55.0,3,0.0006344858258449833
shipped_synthetic,dataset2609,10.0,2,1.0234238670457984e-05
shipped_synthetic,dataset3413,417.0,5,0.05045918004472967
shipped_synthetic,dataset2253,10.0,2,0.0001816400257962717
shipped_synthetic,dataset10032,70.0,2,0.16647069073859863
shipped_synthetic,dataset6914,19.0,4,0.0005332607807517493
shipped_synthetic,dataset4072,182.0,4,0.07523218813926479
shipped_synthetic,dataset1276,304.0,4,0.05739124607571022
shipped_synthetic,dataset8449,467.0,1,0.0
shipped_synthetic,dataset13120,370.0,2,0.6348591674066149
shipped_synthetic,dataset13104,63.0,2,0.00011469002496316363
shipped_synthetic,dataset6911,315.0,1,0.0
shipped_synthetic,dataset7998,6.0,2,5.545704621874752e-06
shipped_synthetic,dataset7542,65.0,1,0.0
shipped_synthetic,dataset3625,109.0,3,0.0010595354885034232
shipped_synthetic,dataset8780,456.0,2,0.39458314663074573
