material,coeffvar,coeffvar_uw,crit_bw_1,crit_bw_1_uw,entropy,entropy_uw,fit_lognorm_SW,fit_lognorm_SW_uw,fit_norm_SW,fit_norm_SW_uw,kurtosis,kurtosis_uw,mean,mean_uw,modality_index,modality_index_uw,n,skewness,skewness_uw,w_v_uw_wasserstein,weight_outliers,weight_outliers_uw
Timber,0.7155370285517043,0.7157452272244843,0.45286710357142923,0.49183007394921496,2.3163998068101805,2.6701198898068257,0.9469875293470659,0.9472277148076841,0.9195363448277782,0.8891830643148253,-0.11897775063558794,-0.6612808274714739,0.9280274766246084,0.9999999999999998,1.0,1.0,17.0,0.8062687081585541,0.7762759986306239,0.12900445377063235,0.0,0.0
TranslucentWallAndRoofAssemblies,1.1760703514144963,1.2259503377251046,0.5694880899556413,0.6943586052753362,3.0903301747658385,3.4254875956560005,0.9067865618042541,0.9549088030554224,0.6721333483316105,0.681419677490616,5.83454500664798,3.856817957815732,0.8291123007401711,0.9999999999999998,1.0141996167935217,1.021736585612737,46.0,2.424050133587561,2.138730143454938,0.18226009712110236,0.14348847612525079,0.13043478260869565
UnitSkylights,0.6389803655598181,0.6372305118437162,0.5165766821232414,0.55608713754734,2.310950027859733,2.639340587232442,0.9377283582039491,0.9393172999575172,0.9141978387039209,0.9022556790137422,-0.11857227708109681,0.5566068457998969,1.0599925005541428,1.0,1.0,1.0,17.0,0.7801019480064536,0.9785275424222478,0.08977979684784519,0.0912210266787827,0.11764705882352941
VinylSiding,1.7916765252059135,1.3845384619690293,0.8605797255595558,0.6943472311202832,1.961422308327622,2.397895272798388,0.9291689536282906,0.9799075377812185,0.5308307450394902,0.6868774911084219,12.615094674928558,4.389694439131625,0.6581915815135618,0.9999999999999999,1.035896130932056,1.0038169098027372,11.0,3.3746461983614435,2.1481102322363004,0.3418084184864383,0.11055430113648451,0.18181818181818182
WallBase,0.2923553828332061,0.3570025496450679,0.4986086854240569,0.5065159058766877,2.156028652233975,2.441015278026709,0.9592328109101771,0.9662404692278658,0.9473540881699521,0.9412145242170876,-0.854923814761638,-0.11525581453034624,1.1726399222133366,1.0000000000000002,1.0,1.0,14.0,0.14626815302454318,0.5686335102790787,0.17263992221333643,0.0,0.0
WallFinishes,2.0893202506025115,2.4751817387410004,2.320589619541915,2.5255793222541123,2.682154240328468,2.703165945311127,0.9681253678357551,0.9809802278442254,0.4208605960160755,0.33452548963143225,79.51325482409813,87.2069190746648,0.9942872941426099,0.9999999999999998,1.0218540278995594,1.0104926197869581,173.0,7.134104735671917,8.36344894730795,0.1418752498516021,0.0646667088575838,0.08092485549132947
WallPanels,1.0175330370671658,1.010689229240488,1.0309391836584216,0.9260735457240363,3.843912873422255,4.0636983318715805,0.9866177895551912,0.9856935628953374,0.6558723188201498,0.6870348852696693,16.49942432148113,13.915727699551647,0.9602289857140995,1.0,1.0293250508056853,1.033932292630582,163.0,3.501727849575643,3.2230480327244324,0.05304307350614378,0.06470415231759731,0.0736196319018405
WeatherBarriers,1.319228722243712,1.4501826092776267,1.0584449208548632,1.2038506325599954,3.1037655810445774,3.3019643441030273,0.9358319832548001,0.9252327779453707,0.5001606717696265,0.4928442127330489,22.782872679649962,16.439443590511278,0.8837006852095827,0.9999999999999999,1.0280688875341693,1.0375699787406485,59.0,4.401945783284402,3.922462462830909,0.12800677962503357,0.053351921868382786,0.0847457627118644
WindTurbines,0.3887721532922102,0.4153789910288454,0.5764761909384954,0.7190962020828512,1.0362926949262221,1.0986122886681136,0.9965532756456256,0.9981966088328774,0.9459084345319442,0.966668504417591,,,0.89625311493435,1.0,1.0,1.0,3.0,2.2336840943397673,0.9064969307395134,0.10374688506565,0.0,0.0
Windows,1.0275693443925435,0.9470498289022686,0.7812683271212899,0.7414686595908531,3.935831393947852,3.994912591847233,0.9189230501434634,0.9058813516735246,0.6350277726264575,0.6544545514974429,14.42450778524467,19.2192015804776,1.0887300711172438,0.9999999999999998,1.0114077336328409,1.0123120893818554,358.0,3.4120552687532655,3.7345776123065155,0.09734073916020029,0.07873200004505847,0.05586592178770949
WireMeshSteel,0.9102733333120693,0.9281123703275191,0.7300576901488542,0.6384995828501319,3.252121612243473,3.474962360214349,0.9725664326548883,0.9821929129457144,0.7173702652808536,0.7204815130384645,5.1082207614948665,7.628868477339268,1.122211411178456,1.0000000000000002,1.0266140307686604,1.0379005701636774,53.0,2.239187106892985,2.5455243983060534,0.12296790349732964,0.11482123002515218,0.07547169811320754
WoodDoors,0.6791187555122784,0.7851614306847334,0.42216311028352804,0.5347831307565294,2.932048630291219,3.14613250681212,0.873481191913306,0.88727920197009,0.8497393945907089,0.8345202118701367,2.1007868527020324,1.145034504994338,0.906002812224943,1.0,1.0,1.0002789316118015,32.0,1.4662949925429438,1.3634347635970867,0.12480988492022677,0.061221917380481265,0.09375
WoodFlooring,0.7700830255007381,0.7629643150502472,0.44210881132798285,0.43732132631475684,3.307872846433457,3.5172714472404056,0.9108203976809273,0.898500164593806,0.8716729982423489,0.8865250577638243,0.31150353252392904,0.40828716682646327,0.9588943567691187,1.0000000000000002,1.0,1.0001441204135324,86.0,1.062425978512737,1.0392744927875892,0.06408969805271052,0.07133093499690327,0.08139534883720931
WoodFraming,0.42264789143169385,0.5500719124716609,0.7266919267370012,0.7258724228388833,1.4013788238661904,1.9459101490553208,0.8203298274506713,0.9330783948343561,0.7386186182545332,0.8565311507370187,1.4277408035745276,3.279366218317636,1.2181132932708265,1.0000000000000002,1.0,1.0008933032991265,7.0,1.5901891671371842,1.506255263709312,0.21811329327082657,0.20880054444606222,0.14285714285714285
WoodJoists,0.28656018821839846,0.4718213786193156,0.3757494425629602,0.6312889582991137,1.0097999126395503,1.3321790402101268,0.5688034268949738,0.7946017684845508,0.5460180840644652,0.7794993846516854,25.533306134032852,0.8355693823115756,0.7378926232161644,0.9999999999999999,1.0,1.0,5.0,3.576818632529203,1.3543000965976584,0.2623064253351676,0.14604096329784053,0.2
WorkSurfaces,0.6147445438820703,0.47419893688971987,0.7062560186641107,0.7892017609315067,1.8154174724237842,2.4849066497880083,0.9522576539083354,0.931095573596477,0.9323625632430794,0.8502937991478721,3.6416522680565375,4.478796333399863,0.7486267920711435,1.0,1.0,1.0413798658841604,12.0,1.3441574374833567,1.6503467309040771,0.2513732079288565,0.0,0.08333333333333333
